edition_id,title_primary,platform,region
ED-57426F983E,RoboCop 3,SNES,NTSC-U
ED-A66238E058,RoboCop 3,SNES,UNKNOWN
ED-970C06BE73,RoboCop Versus The Terminator,SNES,PAL
ED-C699AE21F9,RoboCop Versus The Terminator,SNES,UNKNOWN
ED-1DAE3D6B2B,Robocop Versus The Terminator,SNES,PAL
ED-7096352DA5,Robocop Versus The Terminator,SNES,UNKNOWN
ED-CB35608C2B,Rock n' Roll Racing,SFC,NTSC-J
ED-096CEEE0CB,Rocket Ranger,AMIGA,UNKNOWN
ED-D9625BBCEA,Rockman & Forte,SFC,NTSC-J
ED-7A83AF501F,Rockman 7 Shukumei no Taiketsu!,SFC,NTSC-J
ED-A9F96EAF32,Rockman X,SFC,NTSC-J
ED-922DCB73A4,Rockman X2,SFC,NTSC-J
ED-CB11FE67CC,Rockman X3,SFC,NTSC-J
ED-1D9049986B,Rockman's Soccer,SFC,NTSC-J
ED-EBB41A9833,Rokudenashi Blues Taiketsu! Tokyo Shitennou,SFC,NTSC-J
ED-8560283577,Romancing Sa-Ga,SFC,NTSC-J
ED-202A936D9F,Romancing Sa-Ga 2,SFC,NTSC-J
ED-99481503CD,Romancing Sa-Ga 3,SFC,NTSC-J
ED-7523AC6717,Romancing SaGa,SFC,NTSC-J
ED-248CC18C7D,Romancing SaGa 3,SFC,NTSC-J
ED-692615CCA0,Romancing Sa·Ga,SFC,NTSC-J
ED-64599FD6AE,Romancing Sa·Ga 2,SFC,NTSC-J
ED-802AC90466,Royal Conquest,SFC,NTSC-J
ED-11CEE1DFD8,Rudra no Hihou,SFC,NTSC-J
ED-3DFE3D8502,Ruin Arm,SFC,NTSC-J
ED-C438E6430D,Ruins of Illvanian Illvanian no Shiro,SFC,NTSC-J
ED-4551B89E94,Rushing Beat,SFC,NTSC-J
ED-022ED921E1,Rushing Beat Ran Fukusei Toshi,SFC,NTSC-J
ED-C6E8C39392,Rushing Beat Shura,SFC,NTSC-J
ED-163AD6ECB0,Ryuu Kihei Dan Danzarubu,SFC,NTSC-J
ED-A066F129A3,Ryuuko no Ken,NEO-AES,UNKNOWN
ED-CBF5483330,Ryuuko no Ken,SFC,NTSC-J
ED-C98411AA17,Ryuuko no Ken 2,NEO-AES,UNKNOWN
ED-3283ED7569,Ryuuko no Ken 2,SFC,NTSC-J
ED-74031B692B,SD F-1 Grand Prix,SFC,NTSC-J
ED-9D8E38DA2E,SD Gundam GNext,SFC,NTSC-J
ED-45E7115F24,SD Gundam GX,SFC,NTSC-J
ED-A549EAF650,SD Gundam Gaiden 2 Entaku no Kishi,SFC,NTSC-J
ED-1E90B50E29,SD Gundam Gaiden Knight Gundam Monogatari Ooinaru Isan,SFC,NTSC-J
ED-99E66717EE,SD Gundam Generation Axis Senki,SFC,NTSC-J
ED-02ED333B88,SD Gundam Generation Babylonia Kenkoku Senki,SFC,NTSC-J
ED-531B40A7A7,SD Gundam Generation Colony Kakutouki,SFC,NTSC-J
ED-2D049D2688,SD Gundam Generation Gryps Senki,SFC,NTSC-J
ED-2DCBD1B6F1,SD Gundam Generation Ichinen Sensouki,SFC,NTSC-J
ED-5EFD7FD22A,SD Gundam Generation Ichinen Sensouki Gentei Set,SFC,NTSC-J
ED-33ADF421C7,SD Gundam Generation Zansukaaru Senki,SFC,NTSC-J
ED-1EAD9D9103,SD Gundam Power Formation Puzzle,SFC,NTSC-J
ED-12ED29DB6A,SD Hiryuu no Ken,SFC,NTSC-J
ED-EB7AB3D45A,SD Kidou Senshi Gundam 2,SFC,NTSC-J
ED-BA9A93FE37,SD Kidou Senshi Gundam V Sakusen Shidou,SFC,NTSC-J
ED-5C9A746D7A,SD The Great Battle Aratanaru Chousen,SFC,NTSC-J
ED-6EDB35C4C7,SD Ultra Battle Seven Densetsu,SFC,NTSC-J
ED-642CAC5060,SD Ultra Battle Ultraman Densetsu,SFC,NTSC-J
ED-95250F9178,SNES Game Converter,SNES,UNKNOWN
ED-7609922A60,Saibara Reiko no Mahjong Hourouki,SFC,NTSC-J
ED-BDA2AA0E17,Saikousoku Shikou Shougi Mahjong,SFC,NTSC-J
ED-D2BAEDD731,Sakurai Shouichi no Jankiryuu Mahjong Hisshouhou,SFC,NTSC-J
ED-5B651F5F25,Same Game,SFC,NTSC-J
ED-5CF24193F1,Samurai Spirits,NEO-AES,UNKNOWN
ED-3E836AFF6E,Samurai Spirits,SFC,NTSC-J
ED-1D15E92C05,Sandra no Daibouken Valkyrie Tono Deai,SFC,NTSC-J
ED-AC2EDDDEB1,Sangokushi Eiketsuden,SFC,NTSC-J
ED-ED0AC68A8B,Sangokushi III,SFC,NTSC-J
ED-0ECA35D053,Sangokushi IV,SFC,NTSC-J
ED-4C385DE525,Sangokushi Seishi Tenbu Spirits,SFC,NTSC-J
ED-E47D5653AD,Sankyo Fever! Fever! Pachinko Jikki Simulation Game,SFC,NTSC-J
ED-235602CA49,Sanrio Shanghai,SFC,NTSC-J
ED-4F1F508CAA,Sanrio World Smash Ball,SFC,NTSC-J
ED-FE423EC9A2,Sansara Naga 2,SFC,NTSC-J
ED-903CB59034,Sanspo Fishing Keiryuu Ou,SFC,NTSC-J
ED-E0D863E557,Sargeant Saunder's Combat!,SFC,NTSC-J
ED-F67FD85351,SeaQuest DSV,SNES,PAL
ED-CAB53233CA,SeaQuest DSV,SNES,UNKNOWN
ED-269B61E872,Seaquest DSV,SNES,PAL
ED-706CBA13B5,Seaquest DSV,SNES,UNKNOWN
ED-642E3502ED,Secret of Evermore,SNES,PAL
ED-19C47EF765,Secret of Evermore,SNES,UNKNOWN
ED-0D6AC27810,Secret of Evermore Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.,SNES,PAL
ED-24DC1A7816,Secret of Evermore Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.,SNES,UNKNOWN
ED-4E5E43E796,Secret of Mana,SNES,NTSC-U
ED-539E604F12,Secret of Mana,SNES,PAL
ED-C05C1E1FD0,Secret of Mana,SNES,UNKNOWN
ED-0C2D3BE83B,Secret of Mana Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.,SNES,PAL
ED-64A5BF0D74,Secret of Mana Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.,SNES,UNKNOWN
ED-D302A6C889,Sega Sports 1,MD,UNKNOWN
ED-ADED09DF60,Seifuku Densetsu Pretty Fighter,SFC,NTSC-J
ED-BFAE7FE1F9,Seijuu Maden Beasts & Blades,SFC,NTSC-J
ED-064714E8FD,Seiken Densetsu 2,SFC,NTSC-J
ED-D748AC3431,Seiken Densetsu 3,SFC,NTSC-J
ED-AC936E52F4,Sengoku Denshou,SFC,NTSC-J
ED-38530E418E,Sengoku no Hasha Tenka Nuno bu he no Michi,SFC,NTSC-J
ED-CF3C814CD6,Sensible Soccer Europeans Champions,SNES,PAL
ED-E16D14DD37,Sensible Soccer Europeans Champions,SNES,UNKNOWN
ED-B42D495623,Septentrion,SFC,NTSC-J
ED-9C7A7FB688,Series Front Mission Gun Hazard,SFC,NTSC-J
ED-67D7129BEC,Serizawa Nobuo no Birdie Try,SFC,NTSC-J
ED-577F4F95EA,Shadowrun,SFC,NTSC-J
ED-46A21B7922,Shadowrun,SNES,PAL
ED-74C332EE98,Shadowrun,SNES,UNKNOWN
ED-A5063EBDBD,Shanghai 3,SFC,NTSC-J
ED-4D6FB4757A,Shanghai Banri no Choujou,SFC,NTSC-J
ED-2E032F647D,Shanghai II Dragon's Eye,SNES,PAL
ED-AF246B79DB,Shanghai II Dragon's Eye,SNES,UNKNOWN
ED-A6AA30E3D8,Shanghai III,SFC,NTSC-J
ED-1AE2FDE745,Shaq Fu,SNES,PAL
ED-7D2F7EC365,Shaq Fu,SNES,UNKNOWN
ED-96EDA87BCC,"Sharp Super Famicom Naizou TV SF1 14"", 14G-SF1, TV with integrated Super Famicom, スーパーファミコン内蔵テレビSF1",SFC,NTSC-J
ED-1F7307CE8A,"Sharp Super Famicom Naizou TV SF1 21"", 21G-SF1, TV with integrated Super Famicom, スーパーファミコン内蔵テレビSF1",SFC,NTSC-J
ED-A7D333C5F7,Shichuusui Meigaku Nyuumon Shin Tougenkyou,SFC,NTSC-J
ED-6E9F280272,Shien The Blade Chaser,SFC,NTSC-J
ED-0E638AE11C,Shigetaka Kashiwagi no Top Water Bassing,SFC,NTSC-J
ED-5608201662,Shijou Saikyou League Serie A Ace Striker,SFC,NTSC-J
ED-1B2723D2D3,Shijou Saikyou no Quiz Ou Kettei Sen Super,SFC,NTSC-J
ED-3CE3ECB170,Shiki Eiyuuden Hito Ryuu Densetsu,SFC,NTSC-J
ED-E7545FC0B9,Shimono Masaki no Fishing To Bassing,SFC,NTSC-J
ED-6D933E1052,Shin Ikkaku Senkin,SFC,NTSC-J
ED-E2B214B1C4,Shin Kidou Senki Gundam W Wing Endless Duel,SFC,NTSC-J
ED-E646421130,Shin Mahjong,SFC,NTSC-J
ED-7C0B3A1166,Shin Megami Tensei,SFC,NTSC-J
ED-3C590162C9,Shin Megami Tensei 2,SFC,NTSC-J
ED-8711098152,Shin Megami Tensei II,SFC,NTSC-J
ED-9A937B5BAB,Shin Megami Tensei if...,SFC,NTSC-J
ED-C6ECA5FC17,Shin Momotarou Densetsu,SFC,NTSC-J
ED-1EC11CEE51,Shin Nekketsu Kouha Kunio Tachi no Banka,SFC,NTSC-J
ED-10AB5C0200,Shin Nippon Pro Wrestling '94 Battlefield in Toukyou Doumu,SFC,NTSC-J
ED-E5C752887D,Shin Nippon Pro Wrestling Chou Senshi in Tokyo Dome Fantastic Story,SFC,NTSC-J
ED-72332359D5,Shin Nippon Pro Wrestling Kounin '95 Tokyo Dome Battle 7,SFC,NTSC-J
ED-2880E52E3C,Shin SD Sengokuden Daishougun Retsuden,SFC,NTSC-J
ED-5CA4EDC925,Shin Shougi Club,SFC,NTSC-J
ED-3D95729F3C,Shin Star Trek Ooinaru Isan IFD no Nazo o Oe,SFC,NTSC-J
ED-A60FE3F167,Shinri Game 3,SFC,NTSC-J
ED-1CC2A64D70,Shinseiki GPX Cyber Formula,SFC,NTSC-J
ED-E78034A3BC,Shinseiki Odysselya,SFC,NTSC-J
ED-E701348D7C,Shinseiki Odysselya II,SFC,NTSC-J
ED-BC0CD17A95,Shinzui Taikyoku Igo Go Sennin,SFC,NTSC-J
ED-294291ECBA,Shiroi Ringu He Twinkle Little Star,SFC,NTSC-J
ED-898F61BC4C,Shockman Zero Kaizou Choujin Schbibinman Zero Collectors Edition,SNES,UNKNOWN
ED-9490F743FD,Shodai Nekketsu Kouha Kunio-kun,SFC,NTSC-J
ED-23032C24D5,Shodan Morita Shougi,SFC,NTSC-J
ED-7FD5D72796,Shodankurai Nintei Shodan Pro Mahjong,SFC,NTSC-J
ED-C283C39C91,Shougi Club,SFC,NTSC-J
ED-E2A1B6451F,Shougi Fuurinkazan,SFC,NTSC-J
ED-061A7AB305,Shougi Saikyou,SFC,NTSC-J
ED-37A7B308D5,Shougi Saikyou II Jissen Taikyoku Hen,SFC,NTSC-J
ED-9B3878BBA7,Shougi Sanmai,SFC,NTSC-J
ED-AD19928C3A,Shounen Ashibe Goma-chan no Yuuenchi Daibouken,SFC,NTSC-J
ED-5BC90DC905,Shounen Ninja Sasuke,SFC,NTSC-J
ED-47A0B0C49A,Shounin yo Taishi wo Idake!!,SFC,NTSC-J
ED-D0A4336888,Shuushoku Game Trendy Drama,SFC,NTSC-J
ED-563A6F81EE,Side Pocket,SFC,NTSC-J
ED-F33A82749F,Silva Saga II,SFC,NTSC-J
ED-4F434A7FF1,Silva Saga II The Legend of Light & Darkness,SFC,NTSC-J
ED-C5C7155C41,Sim City,SFC,NTSC-J
ED-94F3ABEEDB,Sim City 2000,SFC,NTSC-J
ED-37AFDAF1C0,Sim City 2000,SNES,PAL
ED-1B698225F5,Sim City 2000,SNES,UNKNOWN
ED-BDD4137BEA,Sim Earth The Living Planet,SFC,NTSC-J
ED-F0E4ED454F,SimAnt,SFC,NTSC-J
ED-8C5B3E110C,SimCity,SFC,NTSC-J
ED-96BF444FE9,SimCity,SNES,PAL
ED-744A0C480B,SimCity,SNES,UNKNOWN
ED-FBAB8F98EE,SimCity 2000,SFC,NTSC-J
ED-B19559993F,SimCity 2000 The Ultimate City Simulator,SNES,PAL
ED-05D09D75D1,SimCity 2000 The Ultimate City Simulator,SNES,UNKNOWN
ED-6C5C335255,SimCity Jr.,SFC,NTSC-J
ED-6211024694,SimEarth The Living Planet,SFC,NTSC-J
ED-841908A34C,Simulation Pro Yakyuu,SFC,NTSC-J
ED-73083C6525,Sinbad and the Throne of the Falcon,AMIGA,UNKNOWN
ED-A7B4493AD7,Ski Paradise with Snowboard,SFC,NTSC-J
ED-7090B32902,Sky Mission,SFC,NTSC-J
ED-42F47E4241,Skyblazer,SNES,PAL
ED-961673D4DF,Skyblazer,SNES,UNKNOWN
ED-71A95E8DFB,Slap Stick,SFC,NTSC-J
ED-1AEF525064,Slayers,SFC,NTSC-J
ED-2C8B5E5BDA,Slik Sticks Quest Control Pad for Super Nintendo,SNES,PAL
ED-535A015273,Slik Sticks Quest Control Pad for Super Nintendo,SNES,UNKNOWN
ED-4C57288F4E,Smash T.V.,SFC,NTSC-J
ED-EE7B06541B,Smash Tennis,SNES,PAL
ED-1BF3CC1CFA,Smash Tennis,SNES,UNKNOWN
ED-20145E359A,Snoopy Concert,SFC,NTSC-J
ED-1C4F3584AD,Soccer Kid,SFC,NTSC-J
ED-E0F432E5BB,Solid Runner,SFC,NTSC-J
ED-7B690FEAB1,Solstice 2,SFC,NTSC-J
ED-6A6B54C245,Solstice II,SFC,NTSC-J
ED-B380E3575D,Song Master,SFC,NTSC-J
ED-C8B4706D3A,Sonic Blast Man,SFC,NTSC-J
ED-3CACFA85BE,Sonic Blast Man II,SFC,NTSC-J
ED-3A0CD46187,Sonic Wings,SFC,NTSC-J
ED-94DA169BD6,Soreyuke Ebisumaru Karakuri Meiro Kieta Goemon no Nazo!!,SFC,NTSC-J
ED-9E97E9C963,Sotsugyou Bangai Hen Nee Mahjong Shiyo!,SFC,NTSC-J
ED-78A6CDBE1E,Sougou Kakutougi Astral Bout,SFC,NTSC-J
ED-9EB7B7D3F1,Sougou Kakutougi Astral Bout 2 The Total Fighters,SFC,NTSC-J
ED-70ED259A71,Sougou Kakutougi Rings Astral Bout 3,SFC,NTSC-J
ED-ABBD4EB5EF,Soukou Kihei Votoms The Battling Road,SFC,NTSC-J
ED-8096701B32,Soul & Sword,SFC,NTSC-J
ED-650A7D1531,Soul Blader,SFC,NTSC-J
ED-8B124EB2EE,Soul Blazer,SNES,PAL
ED-A7B182C195,Soul Blazer,SNES,UNKNOWN
ED-39194091D7,Sound Novel Tsukuru,SFC,NTSC-J
ED-0F4CE3815D,Space Ace,SFC,NTSC-J
ED-B489EBFA53,Space Bazooka,SFC,NTSC-J
ED-AD4059D145,Space Funky B.O.B.,SFC,NTSC-J
ED-8B81702C3D,Space Invaders The Original Game,SFC,NTSC-J
ED-5C6A40FAC6,Spark World,SFC,NTSC-J
ED-C959BC0CC3,Sparkster,SFC,NTSC-J
ED-A3F6264134,Spider-Man Venom Maximum Carnage,SNES,PAL
ED-C6C2C58C22,Spider-Man Venom Maximum Carnage,SNES,UNKNOWN
ED-2A0793E36B,Spider-Man X-Men Arcade's Revenges,SNES,PAL
ED-502F2B4FE9,Spider-Man X-Men Arcade's Revenges,SNES,UNKNOWN
ED-661432C795,Spindizzy Worlds,SFC,NTSC-J
ED-AFD78D6304,Spirit Oozumou Tamashii,SFC,NTSC-J
ED-CE88E04679,Spirou,SNES,PAL
ED-C361DFFFF3,Spirou,SNES,UNKNOWN
ED-214BB4C563,"Sports Sciences Tee V Golf, Controller",SNES,NTSC-U
ED-8660C023A3,"Sports Sciences Tee V Golf, Controller",SNES,UNKNOWN
ED-510FACDCFB,Spriggan Powered,SFC,NTSC-J
ED-367F3AF889,Sprinter Monogatari Mezase!! Ikkaku Senkin,SFC,NTSC-J
ED-199E8BC28A,St. Andrews - Eikou to Rekishi no Old Course,SFC,NTSC-J
ED-C2273D0FF7,Star Fox,SFC,NTSC-J
ED-FBAAE0938B,Star Ocean,SFC,NTSC-J
ED-A383D7726E,Star Trek Deep Space Nine Crossroads of Time,SNES,PAL
ED-22D61C7EEC,Star Trek Deep Space Nine Crossroads of Time,SNES,UNKNOWN
ED-80C0C1D211,Star Trek Starfleet Academy,SNES,PAL
ED-C257D0C060,Star Trek Starfleet Academy,SNES,UNKNOWN
ED-08A2CF8775,Star Trek Starfleet Academy Starship Bridge Simulator,SNES,PAL
ED-870AADD45D,Star Trek Starfleet Academy Starship Bridge Simulator,SNES,UNKNOWN
ED-DDB66B13F4,StarFox,SFC,NTSC-J
ED-88B6214226,Stardust Suplex,SFC,NTSC-J
ED-386D3BC799,Stargate,SFC,NTSC-J
ED-4B169B27AC,Stargate,SNES,PAL
ED-C8002308BC,Stargate,SNES,UNKNOWN
ED-0DBA56BF23,Starwing,SNES,PAL
ED-08A2035D6A,Starwing,SNES,UNKNOWN
ED-B1C2191001,Stealth,SFC,NTSC-J
ED-A7C09A290A,Stone Protectors,SFC,NTSC-J
ED-74DBD9A7CF,Street Fighter Alpha 2,SNES,PAL
ED-9C30E2631F,Street Fighter Alpha 2,SNES,UNKNOWN
ED-891BD88A10,Street Fighter II,SFC,NTSC-J
ED-AE78FAAAFA,Street Fighter II,SNES,PAL
ED-F91F422104,Street Fighter II,SNES,UNKNOWN
ED-A63F3608B3,Street Fighter II The World Warrior,SFC,NTSC-J
ED-D7F4756EA9,Street Fighter II Turbo,SNES,PAL
ED-5C87BD6B66,Street Fighter II Turbo,SNES,UNKNOWN
ED-BAE359FDC6,Street Fighter II Turbo Hyper Fighting,SFC,NTSC-J
ED-D49B138E59,Street Fighter Zero 2,SFC,NTSC-J
ED-C126701090,Street Racer,SFC,NTSC-J
ED-E8AD8D647A,Street Racer,SNES,PAL
ED-85F76F3BB0,Street Racer,SNES,UNKNOWN
ED-B1D6DB037F,Strike Gunner S.T.G,SFC,NTSC-J
ED-A94A33B8CF,Striker,SNES,PAL
ED-A9E9265836,Striker,SNES,UNKNOWN
ED-A985822412,Stunt Race FX,SNES,PAL
ED-E68A966339,Stunt Race FX,SNES,UNKNOWN
ED-C28AD25ACF,Sufami Turbo Ultra Battle Gentei Set,SFC,NTSC-J
ED-0D42E69700,Sufami Turbo Youkai Donjara Gentei Set,SFC,NTSC-J
ED-A6710CF90A,Sugoi Hebereke,SFC,NTSC-J
ED-8A0D874414,Sugoro Quest++ Dicenics,SFC,NTSC-J
ED-3181E3CD17,Sugoroku Ginga Senki,SFC,NTSC-J
ED-F8414B9658,Sullivan Bluth Presents Dragon's Lair,SNES,PAL
ED-2CDBEBE25A,Sullivan Bluth Presents Dragon's Lair,SNES,UNKNOWN
ED-786BB6017F,"Sunsoft Hissatsu Pachinko Controller, Hebereke",SFC,NTSC-J
ED-FBE2EB9098,Supapoon,SFC,NTSC-J
ED-8E71596293,Supapoon DX,SFC,NTSC-J
ED-62CE6B28DF,Super 3D Baseball,SFC,NTSC-J
ED-8BBB0094E6,Super 4WD The Baja,SFC,NTSC-J
ED-E0ECCE42DC,Super Adventure Island,SNES,PAL
ED-137195454D,Super Adventure Island,SNES,UNKNOWN
ED-B205EBFA83,Super Air Diver,SFC,NTSC-J
ED-7D6B219D51,Super Air Diver 2,SFC,NTSC-J
ED-84DDD61A7B,Super Aleste,SFC,NTSC-J
ED-24C0E0FF5B,Super Aoki Ookami to Shiroki Meshika Genchou Hishi,SFC,NTSC-J
ED-70E66FE185,Super Back To The Future 2,SFC,NTSC-J
ED-FCA77BC339,Super Baken Ou '95,SFC,NTSC-J
ED-F64B1C6276,Super Battletank,SFC,NTSC-J
ED-9F4EDDE2C2,Super Battletank 2,SFC,NTSC-J
ED-0843CC2E3F,Super Battletank 2,SNES,PAL
ED-464A3F2122,Super Battletank 2,SNES,UNKNOWN
ED-7287EA861F,Super Bikkuriman,SFC,NTSC-J
ED-B9D213C8E0,Super Billiard Championship Pool,SFC,NTSC-J
ED-1AD8F8F872,Super Birdie Rush,SFC,NTSC-J
ED-0B0C37F356,Super Black Bass,SFC,NTSC-J
ED-B987425B5D,Super Black Bass 2,SFC,NTSC-J
ED-6D8F7095D5,Super Black Bass 3,SFC,NTSC-J
ED-8E2F4E4FBD,Super Bomberman,SFC,NTSC-J
ED-7649F476BB,Super Bomberman,SNES,PAL
ED-07A5BC19E8,Super Bomberman,SNES,UNKNOWN
ED-774E604F2C,Super Bomberman 2,SFC,NTSC-J
ED-507B764DBE,Super Bomberman 2,SNES,PAL
ED-D8BB37D0AC,Super Bomberman 2,SNES,UNKNOWN
ED-38B4A073BF,Super Bomberman 3,SFC,NTSC-J
ED-016E9D1569,Super Bomberman 4,SFC,NTSC-J
ED-3482B4BA84,Super Bomberman 5,SFC,NTSC-J
ED-1B87EB71DE,Super Bomberman Panic Bomber W,SFC,NTSC-J
ED-9D3D4DAE4B,Super Bomberman Panic Bomber World,SFC,NTSC-J
ED-3E3384AED0,Super Bombliss,SFC,NTSC-J
ED-FD1EEF8CEE,Super Bowling,SFC,NTSC-J
ED-5B5D6978E3,Super Casino 2,SFC,NTSC-J
ED-2435086A38,Super Casino Caesars Palace,SFC,NTSC-J
ED-42F82F0C98,Super Castles,SFC,NTSC-J
ED-50BCC229AF,Super Castlevania IV,SNES,NTSC-U
ED-9A356C5404,Super Castlevania IV,SNES,PAL
ED-A5CB849A0C,Super Castlevania IV,SNES,UNKNOWN
ED-5E161C75D0,Super Chinese Fighter,SFC,NTSC-J
ED-CE102840C0,Super Chinese World,SFC,NTSC-J
ED-90680224CC,Super Chinese World 2 Uchuu Ichibuto Daikai,SFC,NTSC-J
ED-37D7A872FB,Super Chinese World 3 Chou Jigen Dai Sakusen,SFC,NTSC-J
ED-B4BA284071,Super Cup Soccer,SFC,NTSC-J
ED-1A0961350F,Super Dai Koukai Jidai,SFC,NTSC-J
ED-DB24906B19,Super Daikoukai Jidai,SFC,NTSC-J
ED-0E9C07F316,Super Dany,SNES,PAL
ED-54C495211A,Super Dany,SNES,UNKNOWN
ED-6C734AD5BF,Super Dogfight F-14 Tomcat Air Combat Game,SFC,NTSC-J
ED-5D3B0D231D,Super Donkey Kong,SFC,NTSC-J
ED-4464E0D5C3,Super Donkey Kong 2 Dixie & Diddy,SFC,NTSC-J
ED-1980C9FF2F,Super Donkey Kong Nazo no Krems Shima,SFC,NTSC-J
ED-46B22AE6E1,Super Double Dragon,SNES,PAL
ED-524170C93A,Super Double Dragon,SNES,UNKNOWN
ED-DA06905099,Super Double Yakuman,SFC,NTSC-J
ED-97FFE34A6D,Super Double Yakuman II,SFC,NTSC-J
ED-1619B58379,Super Drakkhen,SFC,NTSC-J
ED-716DF91691,Super Drift Out,SFC,NTSC-J
ED-997E44EC7E,Super Dunk Shot,SFC,NTSC-J
ED-0B6F10A713,Super Dunk Star,SFC,NTSC-J
ED-8F48043A0A,Super Earth Defense Force,SFC,NTSC-J
ED-FFB456003C,Super Excidium Event,SNES,NTSC-U
ED-177C632B01,Super Excidium Event,SNES,UNKNOWN
ED-7D5B938B10,Super F1 Circus,SFC,NTSC-J
ED-A3F47A2A36,Super F1 Circus 2,SFC,NTSC-J
ED-0339C87E45,Super F1 Circus 3,SFC,NTSC-J
ED-3A426697C7,Super F1 Circus Gaiden,SFC,NTSC-J
ED-9123FBAC42,Super F1 Circus Limited,SFC,NTSC-J
ED-AD1BA9DCE0,"Super Famicom AV Cable SHVC-008, ステレオAVケーブル",SFC,NTSC-J
ED-38A2021A06,"Super Famicom Jr., スーパーファミコン ジュニア",SFC,NTSC-J
ED-B457A26EB7,"Super Famicom Mouse, スーパーファミコンマウス",SFC,NTSC-J
ED-6145453310,"Super Famicom RGB Cable, JP21",SFC,NTSC-J
ED-5FFF5CD1CB,Super Famicom Wars,SFC,NTSC-J
ED-3F37354EC3,Super Family Circuit,SFC,NTSC-J
ED-1D172E2AD9,Super Family Gerende,SFC,NTSC-J
ED-FC50D93ECA,Super Family Tennis,SFC,NTSC-J
ED-20306CD25E,Super Famista,SFC,NTSC-J
ED-E4DABB5B1C,Super Famista 2,SFC,NTSC-J
ED-AA5D27A50E,Super Famista 3,SFC,NTSC-J
ED-E0958387A3,Super Famista 4,SFC,NTSC-J
ED-199D09FBE5,Super Famista 5,SFC,NTSC-J
ED-038778DCD6,Super Final Match Tennis,SFC,NTSC-J
ED-91778A69B7,Super Fire Pro Wrestling,SFC,NTSC-J
ED-1BBC69F122,Super Fire Pro Wrestling 2,SFC,NTSC-J
ED-5E295B69BB,Super Fire Pro Wrestling 3 Final Bout,SFC,NTSC-J
ED-0EE825093D,Super Fire Pro Wrestling III Easy Type,SFC,NTSC-J
ED-37C84E1FFB,Super Fire Pro Wrestling III Final Bout,SFC,NTSC-J
ED-5AF57CF437,Super Fire Pro Wrestling Queen's Special,SFC,NTSC-J
ED-70475618C5,Super Fire Pro Wrestling Special,SFC,NTSC-J
ED-A76BB1D099,Super Fire Pro Wrestling X,SFC,NTSC-J
ED-F22D9CFE36,Super Fire Pro Wrestling X Premium,SFC,NTSC-J
ED-0C4F00B9F1,Super Fire ProWrestling III Final Bout,SFC,NTSC-J
ED-DCAA7C6634,Super Fishing Bigfight,SFC,NTSC-J
ED-928D7DD90F,Super Formation Soccer,SFC,NTSC-J
ED-F3E6EC0A6C,Super Formation Soccer 2,SFC,NTSC-J
ED-8C327E7157,Super Formation Soccer 94 World Cup Edition,SFC,NTSC-J
ED-443278D8D3,Super Formation Soccer 94 World Cup Final Data,SFC,NTSC-J
ED-E5E7EDC03A,Super Formation Soccer 95 della Serie A,SFC,NTSC-J
ED-580F2C7B21,Super Formation Soccer 96 World Club Edition,SFC,NTSC-J
ED-1B637B9337,Super Formation Soccer II,SFC,NTSC-J
ED-458F98F43B,Super Gachapon World SD Gundam X,SFC,NTSC-J
ED-422419888F,Super Game Boy,SFC,NTSC-J
ED-9EA1EBC91F,Super Game Boy,SFC,PAL
ED-21D28DDF24,Super Game Boy,SNES,PAL
ED-DEE32D73F4,Super Game Boy,SNES,UNKNOWN
ED-6B8A4E30E5,Super Game Boy 2,SFC,NTSC-J
ED-5DA06B55CE,Super Genjin,SFC,NTSC-J
ED-1F449C448A,Super Genjin 2,SFC,NTSC-J
ED-30F7217223,Super Goal!,SNES,PAL
ED-56E6C4A0A2,Super Goal!,SNES,UNKNOWN
ED-9721990921,Super Gomoku Narabe Renju,SFC,NTSC-J
ED-E0D3E8E687,Super Gomoku Shougi Jouseki Kenkyuu Hen,SFC,NTSC-J
ED-4F7ABDB72C,Super Gussun Oyoyo,SFC,NTSC-J
ED-1A87C3549F,Super Gussun Oyoyo 2,SFC,NTSC-J
ED-5F9A7CA49F,Super H.Q. Criminal Chaser,SFC,NTSC-J
ED-C669AFD3DC,Super Hanafuda,SFC,NTSC-J
ED-9D1FFC5B5A,Super Hanafuda 2,SFC,NTSC-J
ED-6922698914,Super High Impact,SFC,NTSC-J
ED-2A52F76D38,Super Hockey,SNES,PAL
ED-099332BACE,Super Hockey,SNES,UNKNOWN
ED-67ADCE1A32,Super Hockey '94,SFC,NTSC-J
ED-42CA3493D0,Super Honmei GI Seiha,SFC,NTSC-J
ED-D08F91F615,Super Hydorah,SNES,UNKNOWN
ED-4C04541599,Super Igo Go Ou,SFC,NTSC-J
ED-990482B3CB,Super Indy Champ,SFC,NTSC-J
ED-5BA9634195,Super Inindou Datou Nobunaga,SFC,NTSC-J
ED-50A334962E,Super International Cricket,SNES,PAL
ED-6F8B8B47C6,Super International Cricket,SNES,UNKNOWN
ED-6F3574C5DD,Super James Pond II,SFC,NTSC-J
ED-6F0C05DEBF,Super Jangou,SFC,NTSC-J
