edition_id,title_primary,platform,region
ED-C3909FE51F,Disney's Aladdin,SNES,UNKNOWN
ED-4F11C6565B,Disney's Beauty and The Beast,SFC,NTSC-J
ED-64F138CD3E,Disney's Beauty and the Beast,SNES,PAL
ED-792A60C285,Disney's Beauty and the Beast,SNES,UNKNOWN
ED-44C0DABA90,Disney's Bonkers Hollywood Daisakusen!,SFC,NTSC-J
ED-E704E72E23,Disney's Goof Troop,SNES,PAL
ED-72A9B8CA53,Disney's Goof Troop,SNES,UNKNOWN
ED-E4DB65C433,Disney's Jungle Boek,SNES,PAL
ED-1C91A4CE08,Disney's Jungle Boek,SNES,UNKNOWN
ED-884492AD41,Disney's The Jungle Book,SNES,PAL
ED-925C58DB6F,Disney's The Jungle Book,SNES,UNKNOWN
ED-42509EC973,Disney's The Lion King,SFC,NTSC-J
ED-D86E824247,Disney's The Lion King,SNES,PAL
ED-5F60089371,Disney's The Lion King,SNES,UNKNOWN
ED-5C97327C27,Disney's Timon & Pumbaa's Jungle Games,SNES,PAL
ED-F158544A4F,Disney's Timon & Pumbaa's Jungle Games,SNES,UNKNOWN
ED-D41B002884,Disney's Toy Story,SFC,NTSC-J
ED-1B7BDCA43B,DoReMi Fantasy Milon's DokiDoki Adventure,SFC,NTSC-J
ED-6A51B4DB8F,Dokapon 3-2-1 Arashi o Yobu Yuujou,SFC,NTSC-J
ED-B9CD602695,Dokapon Gaiden Honoo no Audition,SFC,NTSC-J
ED-F91F0D4547,Dokuritsu Sensou Liberty Or Death,SFC,NTSC-J
ED-674237E9E3,Dolucky no A. League Soccer,SFC,NTSC-J
ED-11B271EB5D,Dolucky no Kusayakiu,SFC,NTSC-J
ED-E4BE381EBC,Dolucky no Puzzle Tour '94,SFC,NTSC-J
ED-5410CA4EC1,Donald Duck Mahou no Boushi,SFC,NTSC-J
ED-81B742BACB,Donald in Maui Mallard,SNES,PAL
ED-DD9B17A621,Donald in Maui Mallard,SNES,UNKNOWN
ED-943F1334D1,Donald no Maui Mallard,SFC,NTSC-J
ED-E181768AA8,Donkey Kong Country,SNES,NTSC-U
ED-DDC8092AE3,Donkey Kong Country,SNES,PAL
ED-3911AC3EF6,Donkey Kong Country,SNES,UNKNOWN
ED-FDA55D596B,Donkey Kong Country 2 Diddy's Kong Quest,SFC,NTSC-J
ED-A0A9A2CFB5,Donkey Kong Country 2 Diddy's Kong Quest,SNES,NTSC-U
ED-218087F58E,Donkey Kong Country 2 Diddy's Kong Quest,SNES,PAL
ED-76E6AA0888,Donkey Kong Country 2 Diddy's Kong Quest,SNES,UNKNOWN
ED-509EFA9528,Donkey Kong Country 2 Dixie & Diddy,SFC,NTSC-J
ED-A32BEE0274,Donkey Kong Country 3 Dixie Kong's Double Trouble!,SNES,PAL
ED-663DB72B53,Donkey Kong Country 3 Dixie Kong's Double Trouble!,SNES,UNKNOWN
ED-286B2E1B17,Donkey Kong Country 3 Donkey Kong's Double Trouble!,SNES,NTSC-U
ED-352381FA95,Donkey Kong Country 3 Donkey Kong's Double Trouble!,SNES,UNKNOWN
ED-CCCBD86F06,Doom,SFC,NTSC-J
ED-6AE039CF55,Doom,SNES,PAL
ED-94D91F1D42,Doom,SNES,UNKNOWN
ED-99B65124F7,Doraemon 2 Nobita no Toys Land Daibouken,SFC,NTSC-J
ED-3D62072959,Doraemon 3 Nobita to Toki no Hougyoku,SFC,NTSC-J
ED-61B457F3C8,Doraemon 4 Nobita to Tsuki no Oukoku,SFC,NTSC-J
ED-11FABBC460,Doraemon Nobita to Yousei no Kuni,SFC,NTSC-J
ED-F3C8B53F19,Dorke & Ymp,SNES,UNKNOWN
ED-8C295181AB,Dossun! Ganseki Battle,SFC,NTSC-J
ED-F20DF7BE82,Double Dragon V The Shadow Falls,SNES,PAL
ED-354E75768A,Double Dragon V The Shadow Falls,SNES,UNKNOWN
ED-EAEAAB8D6D,Doukyuusei 2,SFC,NTSC-J
ED-0FA9F9B0ED,Down The World Mervil's Ambition,SFC,NTSC-J
ED-9BB83A6739,Downtown Nekketsu Baseball Monogatari Baseball de Shoubu da! Kunio-kun,SFC,NTSC-J
ED-6C1B5BF717,Downtown Nekketsu Baseball Monogatari Yakyuu de Shoubu da! Kunio-kun,SFC,NTSC-J
ED-EA55DE31D3,Dr. Mario,SFC,NTSC-J
ED-054443844B,Dragon Ball Z Chou Saiya Densetsu,SFC,NTSC-J
ED-C62207DFDC,Dragon Ball Z Hyper Dimension,SFC,NTSC-J
ED-6D7D7EFF14,Dragon Ball Z Super Butouden,SFC,NTSC-J
ED-052617CF61,Dragon Ball Z Super Butouden 2,SFC,NTSC-J
ED-42E5E4CF3C,Dragon Ball Z Super Butouden 3,SFC,NTSC-J
ED-C562FCA542,Dragon Ball Z Super Gokuden Kakusei-Hen,SFC,NTSC-J
ED-CBF013C4DF,Dragon Ball Z Super Gokuu Den Totsugeki Hen,SFC,NTSC-J
ED-34697113EC,Dragon Ball Z Super Saiya Densetsu,SFC,NTSC-J
ED-B0EF0BC86A,Dragon Knight 4,SFC,NTSC-J
ED-B50D60428A,Dragon Quest I.II,SFC,NTSC-J
ED-5D3279C9FB,Dragon Quest III Soshite Densetsu he...,SFC,NTSC-J
ED-B60799974A,Dragon Quest I・II,SFC,NTSC-J
ED-AE17AA49D3,Dragon Quest V Tenkuu no Hanayome,SFC,NTSC-J
ED-2033DAFE31,Dragon Quest VI Maboroshi no Daichi,SFC,NTSC-J
ED-338D86F189,Dragon Slayer Eiyuu Densetsu,SFC,NTSC-J
ED-1D7D308C3A,Dragon Slayer Eiyuu Densetsu II,SFC,NTSC-J
ED-202DCD62A3,Dragon The Bruce Lee Story,SNES,PAL
ED-509B8A9661,Dragon The Bruce Lee Story,SNES,UNKNOWN
ED-71717F2064,Dragon View,SNES,NTSC-U
ED-4227018650,Dragon View,SNES,UNKNOWN
ED-2BC776757A,Dragon's Earth,SFC,NTSC-J
ED-5886DCE4F1,Dragon's Lair,SNES,PAL
ED-5FF0AF610E,Dragon's Lair,SNES,UNKNOWN
ED-21FB3B28AD,Dragon's Lair LDG Laser Disc Game,AMIGA,UNKNOWN
ED-9C72E66F94,Dragon's Magic,SFC,NTSC-J
ED-77952EDF9A,Drakkhen,SFC,NTSC-J
ED-7616F40A1D,Dream Basketball Dunk & Hoop,SFC,NTSC-J
ED-10CA1FCFAB,Dream Maze Yume Meikyuu Kigurumi Daibouken,SFC,NTSC-J
ED-8E717318EE,Drift King Keiichi Tsuchiya & Masaaki Bando Shutokou Battle '94,SFC,NTSC-J
ED-989305A6BC,Drift King Shutokou Battle '94 Tsuchiya Keiichi & Bandou Masaaki,SFC,NTSC-J
ED-5F93D87666,Drift King Shutokou Battle 2 Tsuchiya Keiichi & Bandou Masaaki,SFC,NTSC-J
ED-84D1BD0CDB,Drift King Tsuchiya Keiichi & Bandou Masaaki Shutokou Battle 2,SFC,NTSC-J
ED-4484966AC0,Dual Orb II,SFC,NTSC-J
ED-EB25F03DC3,Dual Orb Seirei Tama Densetsu,SFC,NTSC-J
ED-F7DBAE3FB8,Dun Quest Majin Fuuin no Densetsu,SFC,NTSC-J
ED-382E2CF566,Dungeon Master,SFC,NTSC-J
ED-C8F354C6BD,Dynamaite The Las Vegas,SFC,NTSC-J
ED-6812DD8F2F,Dynamic Stadium,SFC,NTSC-J
ED-650E2F0E1A,EMIT Vol. 1 Toki no Maigo,SFC,NTSC-J
ED-24F48F4BCE,EMIT Vol. 2 Inochigake no Tabi,SFC,NTSC-J
ED-593DCA3255,EMIT Vol. 3 Watashi ni Sayonara wo,SFC,NTSC-J
ED-450ABE40B5,ESPN Baseball Tonight,SNES,PAL
ED-46A114DB31,ESPN Baseball Tonight,SNES,UNKNOWN
ED-2B346FA20B,Earth Light,SFC,NTSC-J
ED-EFABF5C532,Earth Light Luna Strike,SFC,NTSC-J
ED-37BBFEF3AF,Earthworm Jim,SFC,NTSC-J
ED-26A5D67990,Earthworm Jim,SNES,PAL
ED-5283D96DF0,Earthworm Jim,SNES,UNKNOWN
ED-BFCD38114B,Earthworm Jim 2,SNES,PAL
ED-F52482A8E5,Earthworm Jim 2,SNES,UNKNOWN
ED-F40E60F8EE,Edo no Kiba,SFC,NTSC-J
ED-B205EB00F1,Eek! The Cat,SNES,PAL
ED-A6C88AEAD6,Eek! The Cat,SNES,UNKNOWN
ED-F978CB557C,Eek! the Cat,SNES,PAL
ED-FF5440F2C4,Eek! the Cat,SNES,UNKNOWN
ED-F5560B9572,Eien no Filena,SFC,NTSC-J
ED-27B449D13F,Elfaria A Fantastic Theater,SFC,NTSC-J
ED-4DE77AD47E,Elfaria II The Quest of the Meld,SFC,NTSC-J
ED-6462F39D2A,Elnard,SFC,NTSC-J
ED-EA7479C41F,Emerald Dragon,SFC,NTSC-J
ED-4F92444B13,Energy Breaker,SFC,NTSC-J
ED-AA211E5E58,Equinox,SNES,PAL
ED-6EF7397689,Equinox,SNES,UNKNOWN
ED-5B43346929,Erben der Erde Die Grosse Suche,AMIGA,UNKNOWN
ED-76610E8D3C,Eric Cantona Football Challenge,SNES,PAL
ED-D3CA34AABE,Eric Cantona Football Challenge,SNES,UNKNOWN
ED-E5B063FA20,Esparks Ijikuu Kara no Raihousha,SFC,NTSC-J
ED-ACF9E5B7AD,Estpolis Denki,SFC,NTSC-J
ED-F09117AF6E,Estpolis Denki II,SFC,NTSC-J
ED-ADFBC1E15C,Europe Sensen,SFC,NTSC-J
ED-4254311A75,Exhaust Heat,SFC,NTSC-J
ED-6772B05327,Exhaust Heat,SNES,PAL
ED-9BE6B4E1A9,Exhaust Heat,SNES,UNKNOWN
ED-7827C0E5EC,Exhaust Heat II,SFC,NTSC-J
ED-E814F8278A,Exhaust Heat II F1 Driver he no Kiseki,SFC,NTSC-J
ED-0FC752CA16,F-1 Grand Prix,SFC,NTSC-J
ED-C5F0F08219,F-1 Grand Prix Part II,SFC,NTSC-J
ED-ED05FAD6BF,F-1 Grand Prix Part III,SFC,NTSC-J
ED-729BC5DA3E,F-15 Super Strike Eagle,SFC,NTSC-J
ED-3EAF38692E,F-Zero,SFC,NTSC-J
ED-952F9E7E0B,F-Zero,SNES,NTSC-U
ED-B5150BEDAC,F-Zero,SNES,PAL
ED-FAB2F3B636,F-Zero,SNES,UNKNOWN
ED-20542DF0E6,F-Zero エフゼロ,SFC,NTSC-J
ED-D5A98A1DFF,F1 Pole Position,SNES,PAL
ED-68AA537FFA,F1 Pole Position,SNES,UNKNOWN
ED-97BF576EBF,F1 Pole Position 2,SNES,PAL
ED-BA61D8343D,F1 Pole Position 2,SNES,UNKNOWN
ED-D82E6ACFDE,FIFA 96 Soccer,SNES,PAL
ED-1036AE0607,FIFA 96 Soccer,SNES,UNKNOWN
ED-A391EBA18B,FIFA 97,SNES,PAL
ED-7CEAC596E7,FIFA 97,SNES,UNKNOWN
ED-78DDDF4696,FIFA International Soccer,SFC,NTSC-J
ED-380663439A,FIFA International Soccer,SNES,PAL
ED-E060DDC306,FIFA International Soccer,SNES,UNKNOWN
ED-064E95B47D,FIFA Road to World Cup 98,SNES,PAL
ED-6ED43CAC8E,FIFA Road to World Cup 98,SNES,UNKNOWN
ED-52653CACB1,FIFA Soccer 96,SNES,PAL
ED-6FFE766F68,FIFA Soccer 96,SNES,UNKNOWN
ED-4C37D8F126,Famicom Bunko Hajimari no Mori,SFC,NTSC-J
ED-142094C720,Famicom Tantei Club Part II Ushiro ni Tatsu Shoujo,SFC,NTSC-J
ED-252F29DBFD,Far East Of Eden Tengai Makyou Zero,SFC,NTSC-J
ED-2F2E0FA3C7,Farland Story,SFC,NTSC-J
ED-AB6C296320,Farland Story 2,SFC,NTSC-J
ED-D630739538,Fatal Fury,SNES,NTSC-U
ED-D371E70BC9,Fatal Fury,SNES,UNKNOWN
ED-A1BE8EC638,Feda The Emblem Of Justice,SFC,NTSC-J
ED-D4D17EEA64,Fighter's History,SFC,NTSC-J
ED-1869474C52,Fighter's History Dynamite,NEO-AES,UNKNOWN
ED-C0F521CCE7,Fighter's History Mizoguchi Kiki Ippatsu!!,SFC,NTSC-J
ED-1F1143FDB9,Fighting Baseball,SFC,NTSC-J
ED-DE4E34EDD9,Final Fantasy II,SNES,NTSC-U
ED-E16EFFF463,Final Fantasy II,SNES,UNKNOWN
ED-269DE89552,Final Fantasy III,SNES,NTSC-U
ED-647C7CF51B,Final Fantasy III,SNES,UNKNOWN
ED-62E26EB155,Final Fantasy IV,SFC,NTSC-J
ED-CF7A2374CA,Final Fantasy IV Easy Type,SFC,NTSC-J
ED-875E52CCFD,Final Fantasy Mystic Quest,SNES,NTSC-U
ED-B1F373EAFB,Final Fantasy Mystic Quest,SNES,UNKNOWN
ED-4B1AF1608A,Final Fantasy USA Mystic Quest,SFC,NTSC-J
ED-80BA077928,Final Fantasy V,SFC,NTSC-J
ED-C10D768D6E,Final Fantasy VI,SFC,NTSC-J
ED-C9B7FEAD51,Final Fight,SFC,NTSC-J
ED-516E7BFD70,Final Fight,SNES,PAL
ED-04B9D814C2,Final Fight,SNES,UNKNOWN
ED-FFECE8E321,Final Fight 2,SFC,NTSC-J
ED-B09D6406E3,Final Fight Guy,SFC,NTSC-J
ED-89FFC04DE7,Final Fight Tough,SFC,NTSC-J
ED-F4F1A0A3B3,Final Knockout,SFC,NTSC-J
ED-581B2DE0B7,Final Set,SFC,NTSC-J
ED-74F7B00581,Final Stretch Suzuki Aguri Kanshuu,SFC,NTSC-J
ED-59DC8FD7DB,Fire Emblem Monshou no Nazo,SFC,NTSC-J
ED-3D080EB13D,Fire Emblem Seisen no Keifu,SFC,NTSC-J
ED-7B2F26B901,Fire Emblem Thracia 776,SFC,NTSC-J
ED-BBC29AF4D8,Fire Fighting,SFC,NTSC-J
ED-444624B8C4,Fire Pro Joshi All Star Dream Slam,SFC,NTSC-J
ED-C35B000CED,"Fire The Rebel Mouse for SNES / SFC F-010, Super NES Mouse",SNES,UNKNOWN
ED-DD79BC5B10,First Queen Ornic Senki,SFC,NTSC-J
ED-22BD95DF15,First Samurai,SFC,NTSC-J
ED-01E59C6E5A,Fishing Koushien,SFC,NTSC-J
ED-D75EB5F2A9,Flashback,SFC,NTSC-J
ED-78B3937F35,Flashback,SNES,PAL
ED-A918F4744F,Flashback,SNES,UNKNOWN
ED-C411829CB0,Flying Hero Bugyuru no Daibouken,SFC,NTSC-J
ED-0A92B6E69A,Foreman for Real,SFC,NTSC-J
ED-F9A5FB68A7,Foreman for Real,SNES,PAL
ED-47928B94D0,Foreman for Real,SNES,UNKNOWN
ED-410E16982E,Fork Parker's Crunch Out,SNES,NTSC-U
ED-F91D411281,Fork Parker's Crunch Out,SNES,UNKNOWN
ED-A7C86D720A,Fortune Quest Dice wo Korogase,SFC,NTSC-J
ED-57C657C57E,Frank Thomas Big Hurt Baseball,SFC,NTSC-J
ED-FF18192EF0,From TV Animation Slam Dunk 2 IH Yosen Kanzenban!!,SFC,NTSC-J
ED-B1691134AA,From TV Animation Slam Dunk SD Heat Up!!,SFC,NTSC-J
ED-84D990125D,From TV Animation Slam Dunk Shikyou Gekitotsu!!,SFC,NTSC-J
ED-7F3F2DFA1F,From TV Animation Slam Dunk Yonkyou Gekitotsu!!,SFC,NTSC-J
ED-818D78C95F,Front Mission,SFC,NTSC-J
ED-19DE3B3D10,Front Mission Gun Hazard,SFC,NTSC-J
ED-AE8E251860,Full Blast,AMIGA,UNKNOWN
ED-4EC312A75E,Full Power,SFC,NTSC-J
ED-672B112B5B,Fun 'n Games,SNES,PAL
ED-CD008D0087,Fun 'n Games,SNES,UNKNOWN
ED-B506A56542,Funaki Masakatsu no Hybrid Wrestler Tougi Densho,SFC,NTSC-J
ED-F671DAB3DA,Fune Tarou,SFC,NTSC-J
ED-C8ADDCC123,Furuta Atsuya no Simulation Pro Yakyuu 2,SFC,NTSC-J
ED-5385FD6D3C,Fushigi no Dungeon 2 Furai no Shiren,SFC,NTSC-J
ED-94A254BEF8,Fushigi no Dungeon 2 Fuurai no Shiren,SFC,NTSC-J
ED-E915C81BBE,Future Dreams,AMIGA,UNKNOWN
ED-AB9B1AC482,G.O.D Mezameyo to Yobu Koe ga Kikoe,SFC,NTSC-J
ED-05E4148CED,GP-1,SFC,NTSC-J
ED-D0AC5F2A5A,GP-1,SNES,PAL
ED-A7B9302F8A,GP-1,SNES,UNKNOWN
ED-6CA868590C,GP-1 RS Rapid Stream,SFC,NTSC-J
ED-78FBA8B89A,GP-1 Rapid Stream,SFC,NTSC-J
ED-F2EA0D953D,GT Racing,SFC,NTSC-J
ED-D53375271B,"GVP A500-HD8+, SCSI + RAM, Side expansion slot",AMIGA,UNKNOWN
ED-0973F2F9AE,Gaia Gensouki,SFC,NTSC-J
ED-7B9F06F963,Gaia Saver Hero Saidai no Sakusen,SFC,NTSC-J
ED-6AED03A516,Gakkou de Atta Kowai Hanashi,SFC,NTSC-J
ED-61AE2A76DA,Galaxy Robo,SFC,NTSC-J
ED-56FC72693F,Galaxy Wars,SFC,NTSC-J
ED-FF48057EC4,"Galoob Game Genie Video Game Enhancer, Super Nintendo Entertainment System version, Cartridge pass-thru",SNES,PAL
ED-EAEF55CD1A,"Galoob Game Genie Video Game Enhancer, Super Nintendo Entertainment System version, Cartridge pass-thru",SNES,UNKNOWN
ED-820B4F9EA0,Gambler Jiko Chuushinha 2 Dorapon Quest,SFC,NTSC-J
ED-B310C2BF40,Gambling Hourouki,SFC,NTSC-J
ED-321DCBE0B6,Game Boy Printer,SFC,UNKNOWN
ED-A0AFE03789,Game no Tatsujin,SFC,NTSC-J
ED-1A8A621950,Game no Tetsujin The Shanghai,SFC,NTSC-J
ED-3C74C9946D,Gamera Gyaosu Gekimetsu Sakusen,SFC,NTSC-J
ED-60913602DB,Gan Gan Gan-Chan,SFC,NTSC-J
ED-108259142D,Ganbare Daiku no Gensan,SFC,NTSC-J
ED-87A5EBFEAB,Ganbare Goemon 2 Kiteretsu Shougun Magginesu,SFC,NTSC-J
ED-598E7CA686,Ganbare Goemon 2 Kiteretsu Shougun McGuiness,SFC,NTSC-J
ED-1043D9CD80,Ganbare Goemon 3 Shishi Juuroku Hyoue no Karakuri Manjigatame,SFC,NTSC-J
ED-688AEA8DCA,Ganbare Goemon Kirakira Douchuu Boku ga Dancer ni Natta Riyuu,SFC,NTSC-J
ED-930F75EF4C,Ganbare Goemon Yuki Hime Kyuushutsu Emaki,SFC,NTSC-J
ED-5203C8F0B5,Ganbare Goemon Yukihime Kyuushutsu Emaki,SFC,NTSC-J
ED-C48154DA9E,Ganso Pachi-slot Nipponichi,SFC,NTSC-J
ED-548FC110CC,Ganso Pachinko Ou,SFC,NTSC-J
ED-DE5228764F,Garou Densetsu 2 Aratanaru Tatakai,SFC,NTSC-J
ED-B5A56947EC,Garou Densetsu 2 Commander,SFC,NTSC-J
ED-2665F08354,Garou Densetsu Shukumei no Tatakai,SFC,NTSC-J
ED-E28268FB35,Garou Densetsu Special,NEO-AES,UNKNOWN
ED-62584D5F10,Garou Densetsu Special,SFC,NTSC-J
ED-E78396AFE0,Garry Kitchen's Super Battletank,SNES,PAL
ED-F1DA6A7A1E,Garry Kitchen's Super Battletank,SNES,UNKNOWN
ED-E34DAAD6DA,Gdleen,SFC,NTSC-J
ED-E00F0412C7,Gegege no Kitarou Fukkatsu! Tenma Daiou,SFC,NTSC-J
ED-97E240D21C,Gegege no Kitarou Youkai Donjara,SFC,NTSC-J
ED-855AD5CD18,Gekisou Sentai Carranger Zenkai! Racer Senshi,SFC,NTSC-J
ED-C81484DFCE,Gekitotsu Dangan Jidousya Kessen Battle Mobile,SFC,NTSC-J
ED-CE284E8ACA,Gekitou Burning Pro Wrestling,SFC,NTSC-J
ED-5AC14FA344,Genjuu Ryodan,SFC,NTSC-J
ED-0BD6940B92,Genocide 2,SFC,NTSC-J
ED-CD2B55A320,Getsumen no Anubis,SFC,NTSC-J
ED-5DC110D2D2,Ghoul Patrol,SFC,NTSC-J
ED-AE1590BE6E,Ghoul Patrol,SNES,NTSC-U
ED-AA938A3305,Ghoul Patrol,SNES,PAL
ED-461D52A604,Ghoul Patrol,SNES,UNKNOWN
ED-2402DF5D97,Gindama Oyakata no Pachinko Hisshouhou,SFC,NTSC-J
ED-FA284FCF8C,Ginga Eiyuu Densetsu Senjutsu Simulation,SFC,NTSC-J
ED-464634F361,Ginga Sengoku Gunyuuden Rai,SFC,NTSC-J
ED-1B7BCA17B5,Gionbana,SFC,NTSC-J
ED-AB90FC734D,Go Go Ackman,SFC,NTSC-J
ED-16FC473489,Go Go Ackman 2,SFC,NTSC-J
ED-7F8859CF81,Go Go Ackman 3,SFC,NTSC-J
ED-A1616818A8,Go! Go! Dodge League,SFC,NTSC-J
ED-378B7E9DC1,Gods,SNES,PAL
ED-DCC5C4677D,Gods,SNES,UNKNOWN
ED-AE437B311D,Godzilla Kaijuu Dai Kessen,SFC,NTSC-J
ED-0CD2B41A4E,Gokinjo Bouken Tai,SFC,NTSC-J
ED-D92494B14E,Gokujou Parodius Kako no Eikou o Motomete,SFC,NTSC-J
ED-8C17326547,Golden Axe,AMIGA,UNKNOWN
ED-3AD0C51CC8,Golden Axe,C64,UNKNOWN
ED-53A6AFDF3A,Golden Axe,MD,NTSC-J
ED-8DFF11975B,Golden Axe,MD,PAL
ED-13803D0281,Golden Axe,MD,UNKNOWN
ED-31472ACD2A,Golden Axe,SMS,NTSC-U
ED-92681366AA,Golden Axe,SMS,UNKNOWN
ED-32AAD90A15,Golden Axe,ZX,UNKNOWN
ED-3C37699924,Golden Axe Beast Rider,X360,NTSC-U
ED-88DCC15806,Golden Axe Beast Rider,X360,PAL
ED-7996BCC3A7,Golden Axe II,GEN,UNKNOWN
ED-D193D2C517,Golden Axe II,MD,NTSC-J
ED-8F9C7A403E,Golden Axe II,MD,PAL
ED-9E7FF50CA8,Golden Axe II,MD,UNKNOWN
ED-A991981EE9,Golden Axe III,MD,NTSC-J
ED-2793B25A0B,Golden Axe The Duel,SAT,UNKNOWN
ED-CB2D914D73,Golden Axe Warrior,SMS,NTSC-U
ED-7AF46380DB,Golden Axe Warrior,SMS,UNKNOWN
ED-24105D5CD9,Golden Axe: Beast Rider,PS3,PAL
ED-A196BE6498,Golden Axe: Beast Rider,X360,UNKNOWN
ED-720F8D3317,Gon,SFC,NTSC-J
ED-B83956A3B1,Goof Troop,SNES,PAL
ED-7BF60D600D,Goof Troop,SNES,UNKNOWN
ED-10861AA7B9,Goofy to Max Kaizoku Shima no Daibouken,SFC,NTSC-J
ED-6E0F7054A0,Gouketsuji Ichizoku,SFC,NTSC-J
ED-6266E80F8A,Gourmet Sentai Bara Yarou,SFC,NTSC-J
ED-94FD39F5E6,Gousou Jinrai Densetsu Musya,SFC,NTSC-J
ED-F99FC64738,Gradius III,SFC,NTSC-J
ED-26FD032079,Granhistoria Genshi Sekaiki,SFC,NTSC-J
ED-E18E159F97,Gunforce Battle Fire Engulfed Terror Island,SFC,NTSC-J
ED-266681B1BA,Gunple Gunman's Proof,SFC,NTSC-J
ED-89C6B9EA08,Gyro Set,FAMICOM,UNKNOWN
ED-ECC2AB90BC,Habu Meijin no Omoshiro Shougi,SFC,NTSC-J
ED-44C9494A46,Hagane,SFC,NTSC-J
ED-DA54FF4611,HaganeChoujikuu Yousai Macross Scrambled Valkyrie,SFC,NTSC-J
ED-BD04A627DE,Hai Toride,SFC,NTSC-J
ED-0976DC63C3,Haisei Mahjong Ryouga,SFC,NTSC-J
ED-95577668EC,Hakunetsu Pro Yakyuu '94 Ganba League 3,SFC,NTSC-J
ED-E37D094FFC,Hakunetsu Pro Yakyuu Ganba League,SFC,NTSC-J
ED-826920D49D,Hal's Hole in One Golf,SNES,PAL
ED-8408F3E268,Hal's Hole in One Golf,SNES,UNKNOWN
ED-42C3317029,Hamelin no Violin Hiki,SFC,NTSC-J
ED-5DEBB7BBC7,Hana no Keiji Kumo no Kanata ni,SFC,NTSC-J
ED-29C5E94940,Hanafuda Ou,SFC,NTSC-J
ED-B14E3F1913,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",SFC,NTSC-J
ED-F9943B9EE7,Hansei Zaru Jirou-kun no Daibouken,SFC,NTSC-J
ED-92A8ED3184,Haou Taikei Ryuu Knight Lord of Paladin,SFC,NTSC-J
ED-A073D1F425,Harapeko Bakka,SFC,NTSC-J
ED-9366458845,Harukanaru Augusta,SFC,NTSC-J
ED-18989EDAED,Harukanaru Augusta 2 Masters,SFC,NTSC-J
ED-145214F63E,Harukanaru Augusta 3 Masters New,SFC,NTSC-J
ED-244952928A,Harvest Moon,SNES,PAL
ED-170C76480E,Harvest Moon,SNES,UNKNOWN
ED-8D16D48A3B,Hashire Hebereke,SFC,NTSC-J
ED-266B0FE77C,Hat Trick Hero,SFC,NTSC-J
ED-1E946C6B8D,Hat Trick Hero 2,SFC,NTSC-J
ED-770166DDF3,Hatayama Hachi no Pro Yakyuu News! Jitsmeiban,SFC,NTSC-J
ED-12E2C72C86,Hayashi Kaihou Kudan no Igo Oodou,SFC,NTSC-J
ED-17A35D9C3B,Hayazashi Nidan Morita Shougi 2,SFC,NTSC-J
ED-16B738047F,Hebereke no Oishii Puzzle wa Irimasenka,SFC,NTSC-J
ED-C8AC9EFDE3,Hebereke no Popuun,SFC,NTSC-J
ED-40C1B6D7B9,Heian Fuuunden,SFC,NTSC-J
ED-B625773A8E,Heisei Gunjin Shougi,SFC,NTSC-J
ED-45A020D0ED,Heisei Inu Monogatari Bow Pop'n Smash!!,SFC,NTSC-J
ED-1BBF4EBAD9,Heisei Shin Oni Ga Shima Kouhen,SFC,NTSC-J
ED-F5BEE267CA,Heisei Shin Oni Ga Shima Zenpen,SFC,NTSC-J
ED-B97737946E,Heisei Shin Onigashima Zenpen,SFC,NTSC-J
ED-523669D03C,Heiwa Pachinko World,SFC,NTSC-J
ED-152033B506,Heiwa Pachinko World 2,SFC,NTSC-J
ED-2D78D5853A,Heiwa Pachinko World 3,SFC,NTSC-J
ED-C03ADE4B7D,Heiwa Parlor! Mini 8 Pachinko Jikki Simulation Game,SFC,NTSC-J
ED-26D9592E6B,Hello! Pac-Man,SFC,NTSC-J
ED-9B4F28AF1C,Heracles no Eikou III Kamigami no Chinmoku,SFC,NTSC-J
ED-7D3DF0DBFF,Herakles no Eikou III Kamigami no Chinmoku,SFC,NTSC-J
ED-192A2C344C,Herakles no Eikou IV Kamigami Kara no Okurimono,SFC,NTSC-J
ED-905F35A50B,Hero Senki Project Olympus,SFC,NTSC-J
ED-7180A5876E,Hi no Ouji Yamato Takeru,SFC,NTSC-J
ED-9DFBA96CF2,Higashio Osamu Kanshuu Super Pro Yakyuu Stadium,SFC,NTSC-J
ED-7964BDDC01,Hiouden Mamono-tachi Tono Chikai,SFC,NTSC-J
ED-0CF87BAFED,Hiryu no Ken S Hyper Version,SFC,NTSC-J
ED-ED0B211151,Hiryuu no Ken S Golden Fighter,SFC,NTSC-J
ED-1104D617B6,Hissatsu Pachinko Collection,SFC,NTSC-J
ED-5AB8F90511,Hissatsu Pachinko Collection 2,SFC,NTSC-J
ED-26861B9C40,Hissatsu Pachinko Collection 3,SFC,NTSC-J
ED-56BAA7D52E,Hissatsu Pachinko Collection 4,SFC,NTSC-J
ED-4F6AD7518E,Hisshou 777 Fighter 2 Pachislot Maruhi Jouhou,SFC,NTSC-J
ED-6F67B8246C,Hisshou 777 Fighter III Kokuryuu Ou no Fukkatsu,SFC,NTSC-J
ED-6732F16FD0,Hisshou 777 Three Seven Fighter Pachi-Slot Ryuuguu Densetsu,SFC,NTSC-J
ED-7EA3B56010,Hisshou Pachi-Slot Fun,SFC,NTSC-J
ED-EA70F1E65B,Hit Disks Volume 1,AMIGA,UNKNOWN
