object_number,platform_raw_first,platform_norm,title_primary,alt_titles,title_norm,title_norm_source,title_aliases
55253,Nintendo Super Famicom,SFC,Momotarou Dentetsu Happy,桃太郎電鉄 ハッピー,Momotarou Dentetsu Happy,primary_ascii,桃太郎電鉄 ハッピー
55257,Nintendo Super Famicom,SFC,NBA Pro Basketball Bulls vs Blazers,NBAプロバスケットボール ブルズVSブレイザーズ,NBA Pro Basketball Bulls vs Blazers,primary_ascii,NBAプロバスケットボール ブルズVSブレイザーズ
55259,Nintendo Super Famicom,SFC,Super Professional Baseball 2,スーパープロフェッショナルベースボールII,Super Professional Baseball 2,primary_ascii,スーパープロフェッショナルベースボールII
55262,Nintendo Super Famicom,SFC,Winning Post,ウイニングポスト,Winning Post,primary_ascii,ウイニングポスト
55265,Nintendo Super Famicom,SFC,Sword World SFC,ソード・ワールドSFC,Sword World SFC,primary_ascii,ソード・ワールドSFC
55266,Nintendo Super Famicom,SFC,Pachinko Monogatari 2 Nagoya Shachihoko no Teiou,パチンコ物語2 名古屋シャチホコの帝王,Pachinko Monogatari 2 Nagoya Shachihoko no Teiou,primary_ascii,パチンコ物語2 名古屋シャチホコの帝王
55267,Nintendo Super Famicom,SFC,Super Momotarou Dentetsu III,スーパー桃太郎電鉄III|Super Momotarou Dentetsu 3,Super Momotarou Dentetsu III,primary_ascii,スーパー桃太郎電鉄III|Super Momotarou Dentetsu 3
55268,Nintendo Super Famicom,SFC,New 3D Golf Simulation Pebble Beach no Hatou,ペブルビーチの波濤,New 3D Golf Simulation Pebble Beach no Hatou,primary_ascii,ペブルビーチの波濤
55269,Nintendo Super Famicom,SFC,Chrono Trigger,クロノ・トリガー,Chrono Trigger,primary_ascii,クロノ・トリガー
55270,Nintendo Super Famicom,SFC,Fushigi no Dungeon 2 Furai no Shiren,不思議のダンジョン2 風来のシレン,Fushigi no Dungeon 2 Furai no Shiren,primary_ascii,不思議のダンジョン2 風来のシレン
55271,Nintendo Super Famicom,SFC,Super Nobunaga no Yabou Bushou Fuuunroku,スーパー信長の野望 武将風雲録,Super Nobunaga no Yabou Bushou Fuuunroku,primary_ascii,スーパー信長の野望 武将風雲録
55272,Nintendo Super Famicom,SFC,F-1 Grand Prix,F1グランプリ,F-1 Grand Prix,primary_ascii,F1グランプリ
55273,Nintendo Super Famicom,SFC,Exhaust Heat II F1 Driver he no Kiseki,エキゾースト・ヒートII F1ドライバーへの軌跡|Exhaust Heat 2 F1 Driver he no Kiseki,Exhaust Heat II F1 Driver he no Kiseki,primary_ascii,エキゾースト・ヒートII F1ドライバーへの軌跡|Exhaust Heat 2 F1 Driver he no Kiseki
55274,Nintendo Super Famicom,SFC,Super Robot Taisen EX,スーパーロボット大戦EX,Super Robot Taisen EX,primary_ascii,スーパーロボット大戦EX
55277,Nintendo Super Famicom,SFC,Super Black Bass 3,スーパーブラックバス 3,Super Black Bass 3,primary_ascii,スーパーブラックバス 3
55280,Nintendo Super Famicom,SFC,Keiba Eight Special Hi Baken Kounyuu Jutsu,競馬エイトスペシャル ○秘 馬券購入術,Keiba Eight Special Hi Baken Kounyuu Jutsu,primary_ascii,競馬エイトスペシャル ○秘 馬券購入術
55284,Nintendo Super Famicom,SFC,Dai Bakushou Jinsei Gekijou Dokidoki Seishun Hen,大爆笑 人生劇場 〜ドキドキ青春編〜,Dai Bakushou Jinsei Gekijou Dokidoki Seishun Hen,primary_ascii,大爆笑 人生劇場 〜ドキドキ青春編〜
55287,Nintendo Super Famicom,SFC,Super Mario Kart,スーパーマリオカート,Super Mario Kart,primary_ascii,スーパーマリオカート
55290,Nintendo Super Famicom,SFC,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,スーパーロボット大戦外伝 魔装機神,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,primary_ascii,スーパーロボット大戦外伝 魔装機神
55292,Nintendo Super Famicom,SFC,Super Momotarou Dentetsu DX,スーパーデラックス 桃太郎電鉄DX,Super Momotarou Dentetsu DX,primary_ascii,スーパーデラックス 桃太郎電鉄DX
55296,Nintendo Super Famicom,SFC,Drakkhen,ドラッケン,Drakkhen,primary_ascii,ドラッケン
55299,Nintendo Super Famicom,SFC,Sim Earth The Living Planet,シムアース,Sim Earth The Living Planet,primary_ascii,シムアース
55303,Nintendo Super Famicom,SFC,J League Soccer Prime Goal 2,Jリーグサッカー プライムゴール2,J League Soccer Prime Goal 2,primary_ascii,Jリーグサッカー プライムゴール2
55305,Nintendo Super Famicom,SFC,Super Momotarou Dentetsu DX,スーパーデラックス 桃太郎電鉄DX,Super Momotarou Dentetsu DX,primary_ascii,スーパーデラックス 桃太郎電鉄DX
55315,Nintendo Super Famicom,SFC,Super Momotarou Dentetsu III,スーパー桃太郎電鉄III|Super Momotarou Dentetsu 3,Super Momotarou Dentetsu III,primary_ascii,スーパー桃太郎電鉄III|Super Momotarou Dentetsu 3
55319,Nintendo Super Famicom,SFC,Sangokushi III,三国志III|Sangokushi 3,Sangokushi III,primary_ascii,三国志III|Sangokushi 3
55323,Nintendo Super Famicom,SFC,Super Fire Pro Wrestling 2,スーパーファイヤープロレスリング2,Super Fire Pro Wrestling 2,primary_ascii,スーパーファイヤープロレスリング2
55325,Nintendo Super Famicom,SFC,Super Shougi,SUPER 将棋 スーパーしょうぎ,Super Shougi,primary_ascii,SUPER 将棋 スーパーしょうぎ
55330,Nintendo Super Famicom,SFC,Hiouden Mamono-tachi Tono Chikai,緋王伝 魔物達との誓い,Hiouden Mamono-tachi Tono Chikai,primary_ascii,緋王伝 魔物達との誓い
55335,Nintendo Super Famicom,SFC,Silva Saga II The Legend of Light & Darkness,シルヴァ・サーガII|Silva Saga 2 The Legend of Light & Darkness,Silva Saga II The Legend of Light & Darkness,primary_ascii,シルヴァ・サーガII|Silva Saga 2 The Legend of Light & Darkness
55341,Nintendo Super Famicom,SFC,Dai Senryaku Expert,大戦略エキスパート,Dai Senryaku Expert,primary_ascii,大戦略エキスパート
55347,Nintendo Super Famicom,SFC,Super Power League,スーパーパワーリーグ,Super Power League,primary_ascii,スーパーパワーリーグ
55361,Nintendo Super Famicom,SFC,Wizardry V Saika no Chuushin,ウィザードリィ・V 災禍の中心|Wizardry V Heart of the Maelstrom,Wizardry V Saika no Chuushin,primary_ascii,ウィザードリィ・V 災禍の中心|Wizardry V Heart of the Maelstrom
55365,Nintendo Super Famicom,SFC,Super Puyo Puyo,す〜ぱ〜ぷよぷよ,Super Puyo Puyo,primary_ascii,す〜ぱ〜ぷよぷよ
55368,Nintendo Super Famicom,SFC,Super High Impact,スーパーハイインパクト,Super High Impact,primary_ascii,スーパーハイインパクト
55370,Nintendo Super Famicom,SFC,Jumbo Ozaki no Hole In One,ジャンボ尾崎のホールインワン,Jumbo Ozaki no Hole In One,primary_ascii,ジャンボ尾崎のホールインワン
55371,Nintendo Super Famicom,SFC,Super Shougi,SUPER 将棋 スーパーしょうぎ,Super Shougi,primary_ascii,SUPER 将棋 スーパーしょうぎ
55373,Nintendo Super Famicom,SFC,Ganbare Goemon Yuki Hime Kyuushutsu Emaki,がんばれゴエモン ゆき姫救出絵巻,Ganbare Goemon Yuki Hime Kyuushutsu Emaki,primary_ascii,がんばれゴエモン ゆき姫救出絵巻
55375,Nintendo Super Famicom,SFC,Super Puyo Puyo,す〜ぱ〜ぷよぷよ,Super Puyo Puyo,primary_ascii,す〜ぱ〜ぷよぷよ
55378,Nintendo Super Famicom,SFC,Super Formation Soccer 2,スーパーフォーメーションサッカー 2,Super Formation Soccer 2,primary_ascii,スーパーフォーメーションサッカー 2
55382,Nintendo Super Famicom,SFC,Dungeon Master,ダンジョンマスター,Dungeon Master,primary_ascii,ダンジョンマスター
55386,Nintendo Super Famicom,SFC,Major Title,メジャータイトル,Major Title,primary_ascii,メジャータイトル
55388,Nintendo Super Famicom,SFC,Final Fantasy VI,ファイナルファンタジーVI|Final Fantasy 6,Final Fantasy VI,primary_ascii,ファイナルファンタジーVI|Final Fantasy 6
55392,Nintendo Super Famicom,SFC,Final Fantasy V,ファイナルファンタジーV|Final Fantasy 5,Final Fantasy V,primary_ascii,ファイナルファンタジーV|Final Fantasy 5
55393,Nintendo Super Famicom,SFC,Final Fantasy IV,ファイナルファンタジーIV|Final Fantasy 4,Final Fantasy IV,primary_ascii,ファイナルファンタジーIV|Final Fantasy 4
55412,Nintendo Super Famicom,SFC,"NTT Data Super Famicom Keypad NDK10, Controller",,"NTT Data Super Famicom Keypad NDK10, Controller",primary_ascii,
55438,Nintendo Super Famicom,SFC,"Ascii Turbo File Twin, Game Save Memory",,"Ascii Turbo File Twin, Game Save Memory",primary_ascii,
55445,Nintendo Super Famicom,SFC,Derby Stallion 96,ダービースタリオン96,Derby Stallion 96,primary_ascii,ダービースタリオン96
55446,Nintendo Super Famicom,SFC,Derby Stallion 96,ダービースタリオン96,Derby Stallion 96,primary_ascii,ダービースタリオン96
55454,Nintendo Super Famicom,SFC,NTT Data Super Famicom Modem NDM24,,NTT Data Super Famicom Modem NDM24,primary_ascii,
55466,Nintendo Super Famicom,SFC,"Super Famicom RGB Cable, JP21",,"Super Famicom RGB Cable, JP21",primary_ascii,
55474,Nintendo Super Famicom,SFC,Nichibutsu Arcade Classics,ニチブツ アーケード クラシックス,Nichibutsu Arcade Classics,primary_ascii,ニチブツ アーケード クラシックス
55634,Nintendo Super Famicom,SFC,J. League Excite Stage '95,Jリーグエキサイトステージ'95,J. League Excite Stage '95,primary_ascii,Jリーグエキサイトステージ'95
55643,Nintendo Super Famicom,SFC,Kidou Senshi Gundam F91 Formula Senki 0122,機動戦士ガンダムF91 フォーミュラー戦記0122,Kidou Senshi Gundam F91 Formula Senki 0122,primary_ascii,機動戦士ガンダムF91 フォーミュラー戦記0122
55647,Nintendo Super Famicom,SFC,Super Dai Koukai Jidai,スーパー大航海時代,Super Dai Koukai Jidai,primary_ascii,スーパー大航海時代
55648,Nintendo Super Famicom,SFC,Volleyball Twin,ツイン バレーボールTwin,Volleyball Twin,primary_ascii,ツイン バレーボールTwin
55649,Nintendo Super Famicom,SFC,Sim City,シムシティー,Sim City,primary_ascii,シムシティー
55652,Nintendo Super Famicom,SFC,Parlor! Mini 2 Pachinko Jikki Simulation Game,パーラー！ミニ2 Parlor ! Mini 2 パチンコ実機シミュレーションゲーム,Parlor! Mini 2 Pachinko Jikki Simulation Game,primary_ascii,パーラー！ミニ2 Parlor ! Mini 2 パチンコ実機シミュレーションゲーム
55656,Nintendo Super Famicom,SFC,Super Okuman Chouja Game The Game of Billionaire,スーパー億万長者ゲーム,Super Okuman Chouja Game The Game of Billionaire,primary_ascii,スーパー億万長者ゲーム
55667,Nintendo Super Famicom,SFC,Super Famista 2,スーパーファミスタ2,Super Famista 2,primary_ascii,スーパーファミスタ2
55671,Nintendo Super Famicom,SFC,J League Soccer Prime Goal,Jリーグサッカー プライムゴール,J League Soccer Prime Goal,primary_ascii,Jリーグサッカー プライムゴール
55673,Nintendo Super Famicom,SFC,Super Nobunaga no Yabou Bushou Fuuunroku,スーパー信長の野望 武将風雲録,Super Nobunaga no Yabou Bushou Fuuunroku,primary_ascii,スーパー信長の野望 武将風雲録
55676,Nintendo Super Famicom,SFC,J. League Excite Stage '94,Jリーグエキサイトステージ'94,J. League Excite Stage '94,primary_ascii,Jリーグエキサイトステージ'94
55679,Nintendo Super Famicom,SFC,Kamai-tachi no Yoru,かまいたちの夜,Kamai-tachi no Yoru,primary_ascii,かまいたちの夜
55682,Nintendo Super Famicom,SFC,Harukanaru Augusta,遥かなるオーガスタ,Harukanaru Augusta,primary_ascii,遥かなるオーガスタ
55683,Nintendo Super Famicom,SFC,Matsukata Hiroki no Super Trawling,松方弘樹のスーパートローリング,Matsukata Hiroki no Super Trawling,primary_ascii,松方弘樹のスーパートローリング
55685,Nintendo Super Famicom,SFC,Super Professional Baseball,スーパープロフェッショナルベースボール,Super Professional Baseball,primary_ascii,スーパープロフェッショナルベースボール
55686,Nintendo Super Famicom,SFC,Zero 4 Champ RR-Z,ゼロヨンチャンプ ダブルアール・ヅィー,Zero 4 Champ RR-Z,primary_ascii,ゼロヨンチャンプ ダブルアール・ヅィー
55688,Nintendo Super Famicom,SFC,Sangokushi III,三国志III|Sangokushi 3,Sangokushi III,primary_ascii,三国志III|Sangokushi 3
55691,Nintendo Super Famicom,SFC,Sankyo Fever! Fever! Pachinko Jikki Simulation Game,Sankyo Fever! フィーバー！ パチンコ実機シミュレーションゲーム,Sankyo Fever! Fever! Pachinko Jikki Simulation Game,primary_ascii,Sankyo Fever! フィーバー！ パチンコ実機シミュレーションゲーム
55693,Nintendo Super Famicom,SFC,Res Arcana Diana Ray Uranai no Meikyuu,レース アルカーナ ディアーナ・レイ 占いの迷宮,Res Arcana Diana Ray Uranai no Meikyuu,primary_ascii,レース アルカーナ ディアーナ・レイ 占いの迷宮
55696,Nintendo Super Famicom,SFC,Super Linearball,スーパーリニアボール,Super Linearball,primary_ascii,スーパーリニアボール
55698,Nintendo Super Famicom,SFC,Super Inindou Datou Nobunaga,スーパー伊忍道 打倒信長,Super Inindou Datou Nobunaga,primary_ascii,スーパー伊忍道 打倒信長
55721,Nintendo Super Famicom,SFC,Derby Stallion II,ダービースタリオンII|Derby Stallion 2,Derby Stallion II,primary_ascii,ダービースタリオンII|Derby Stallion 2
55722,Nintendo Super Famicom,SFC,Super Gachapon World SD Gundam X,スーパーガチャポンワールド SDガンダムX,Super Gachapon World SD Gundam X,primary_ascii,スーパーガチャポンワールド SDガンダムX
55724,Nintendo Super Famicom,SFC,F-1 Grand Prix Part II,F1グランプリ パート2|F-1 Grand Prix Part 2,F-1 Grand Prix Part II,primary_ascii,F1グランプリ パート2|F-1 Grand Prix Part 2
55725,Nintendo Super Famicom,SFC,Winning Post,ウイニングポスト,Winning Post,primary_ascii,ウイニングポスト
55728,Nintendo Super Famicom,SFC,Exhaust Heat,エキゾースト・ヒート,Exhaust Heat,primary_ascii,エキゾースト・ヒート
55731,Nintendo Super Famicom,SFC,Aguri Suzuki no F-1 Super Driving,鈴木亜久里のF-1スーパードライビング,Aguri Suzuki no F-1 Super Driving,primary_ascii,鈴木亜久里のF-1スーパードライビング
55733,Nintendo Super Famicom,SFC,Tecmo Super Bowl,テクモスーパーボウル,Tecmo Super Bowl,primary_ascii,テクモスーパーボウル
55734,Nintendo Super Famicom,SFC,Nichibutsu Arcade Classics,ニチブツ アーケード クラシックス,Nichibutsu Arcade Classics,primary_ascii,ニチブツ アーケード クラシックス
55735,Nintendo Super Famicom,SFC,Dai Bakushou Jinsei Gekijou,大爆笑 人生劇場,Dai Bakushou Jinsei Gekijou,primary_ascii,大爆笑 人生劇場
55737,Nintendo Super Famicom,SFC,Battle Robot Retsuden,バトルロボット烈伝,Battle Robot Retsuden,primary_ascii,バトルロボット烈伝
55740,Nintendo Super Famicom,SFC,Power Monger Mashou no Bouryaku,パワーモンガー 〜魔将の謀略〜,Power Monger Mashou no Bouryaku,primary_ascii,パワーモンガー 〜魔将の謀略〜
55743,Nintendo Super Famicom,SFC,Tecmo Super Baseball,テクモスーパーベースボール,Tecmo Super Baseball,primary_ascii,テクモスーパーベースボール
55744,Nintendo Super Famicom,SFC,Sim City,シムシティー,Sim City,primary_ascii,シムシティー
55746,Nintendo Super Famicom,SFC,Pachi-Slot Monogatari PAL Kougyou Special,パチスロ物語 パル工業スペシャル,Pachi-Slot Monogatari PAL Kougyou Special,primary_ascii,パチスロ物語 パル工業スペシャル
55748,Nintendo Super Famicom,SFC,J League Super Soccer,Jリーグ スーパーサッカー,J League Super Soccer,primary_ascii,Jリーグ スーパーサッカー
55749,Nintendo Super Famicom,SFC,Super Power League 4,スーパーパワーリーグ4,Super Power League 4,primary_ascii,スーパーパワーリーグ4
55751,Nintendo Super Famicom,SFC,Nobunaga no Yabou Tenshouki,信長の野望 天翔記,Nobunaga no Yabou Tenshouki,primary_ascii,信長の野望 天翔記
55753,Nintendo Super Famicom,SFC,Mystic Ark,ミスティック・アーク,Mystic Ark,primary_ascii,ミスティック・アーク
55754,Nintendo Super Famicom,SFC,NBA All-Star Challenge,NBAオールスターチャレンジ,NBA All-Star Challenge,primary_ascii,NBAオールスターチャレンジ
55755,Nintendo Super Famicom,SFC,Super Dunk Shot,スーパーダンクショット,Super Dunk Shot,primary_ascii,スーパーダンクショット
55757,Nintendo Super Famicom,SFC,Super Ultra Baseball Yakyuu,スーパーウルトラベースボール 野球,Super Ultra Baseball Yakyuu,primary_ascii,スーパーウルトラベースボール 野球
55760,Nintendo Super Famicom,SFC,J League Soccer Prime Goal,Jリーグサッカー プライムゴール,J League Soccer Prime Goal,primary_ascii,Jリーグサッカー プライムゴール
55765,Nintendo Super Famicom,SFC,Dragon's Earth,ドラゴンズ・アース,Dragon's Earth,primary_ascii,ドラゴンズ・アース
55766,Nintendo Super Famicom,SFC,Densetsu no Ogre Battle,伝説のオウガバトル|でんせつのオウガバトル|Densetsu no Ogre Battle Saga Episode Five The March of the Black Queen|Ogre Battle The March of the Black Queen,Densetsu no Ogre Battle,primary_ascii,伝説のオウガバトル|でんせつのオウガバトル|Densetsu no Ogre Battle Saga Episode Five The March of the Black Queen|Ogre Battle The March of the Black Queen
55773,Nintendo Super Famicom,SFC,Kirby Bowl,カービィボウル,Kirby Bowl,primary_ascii,カービィボウル
55774,Nintendo Super Famicom,SFC,Zico Soccer,ジーコ サッカー,Zico Soccer,primary_ascii,ジーコ サッカー
55777,Nintendo Super Famicom,SFC,Othello World,オセロワールド,Othello World,primary_ascii,オセロワールド
55782,Nintendo Super Famicom,SFC,Mahjong Taikai II,麻雀大会II|Mahjong Taikai 2,Mahjong Taikai II,primary_ascii,麻雀大会II|Mahjong Taikai 2
55787,Nintendo Super Famicom,SFC,Dai Koukai Jidai II,大航海時代II|Dai Koukai Jidai 2,Dai Koukai Jidai II,primary_ascii,大航海時代II|Dai Koukai Jidai 2
55790,Nintendo Super Famicom,SFC,Kamai-tachi no Yoru,かまいたちの夜,Kamai-tachi no Yoru,primary_ascii,かまいたちの夜
55795,Nintendo Super Famicom,SFC,Super Zugan Hakotenjou Kara no Shoutaijou,スーパーヅガン -ハコテン城からの招待状-,Super Zugan Hakotenjou Kara no Shoutaijou,primary_ascii,スーパーヅガン -ハコテン城からの招待状-
55799,Nintendo Super Famicom,SFC,Super Famista,スーパーファミスタ,Super Famista,primary_ascii,スーパーファミスタ
55801,Nintendo Super Famicom,SFC,Super Family Tennis,スーパーファミリーテニス,Super Family Tennis,primary_ascii,スーパーファミリーテニス
55806,Nintendo Super Famicom,SFC,Super High Impact,スーパーハイインパクト,Super High Impact,primary_ascii,スーパーハイインパクト
55811,Nintendo Super Famicom,SFC,Tokimeki Memorial Densetsu no Ki no Shita de,ときめきメモリアル 伝説の樹の下で,Tokimeki Memorial Densetsu no Ki no Shita de,primary_ascii,ときめきメモリアル 伝説の樹の下で
55816,Nintendo Super Famicom,SFC,Card Master Rimusaria no Fuuin,カードマスター リムサリアの封印,Card Master Rimusaria no Fuuin,primary_ascii,カードマスター リムサリアの封印
55822,Nintendo Super Famicom,SFC,J. League Excite Stage '95,Jリーグエキサイトステージ'95,J. League Excite Stage '95,primary_ascii,Jリーグエキサイトステージ'95
55824,Nintendo Super Famicom,SFC,Super Professional Baseball,スーパープロフェッショナルベースボール,Super Professional Baseball,primary_ascii,スーパープロフェッショナルベースボール
55826,Nintendo Super Famicom,SFC,Sim City 2000,シムシティ2000,Sim City 2000,primary_ascii,シムシティ2000
55827,Nintendo Super Famicom,SFC,Otogirisou,弟切草,Otogirisou,primary_ascii,弟切草
55829,Nintendo Super Famicom,SFC,New 3D Golf Simulation Pebble Beach no Hatou,ペブルビーチの波濤,New 3D Golf Simulation Pebble Beach no Hatou,primary_ascii,ペブルビーチの波濤
55855,Nintendo Super Famicom,SFC,Europe Sensen,ヨーロッパ戦線,Europe Sensen,primary_ascii,ヨーロッパ戦線
55859,Nintendo Super Famicom,SFC,J League Super Soccer '95 Jikkyou Stadium,Jリーグ スーパーサッカー 実況スタジアム,J League Super Soccer '95 Jikkyou Stadium,primary_ascii,Jリーグ スーパーサッカー 実況スタジアム
55861,Nintendo Super Famicom,SFC,Jumbo Ozaki no Hole In One,ジャンボ尾崎のホールインワン,Jumbo Ozaki no Hole In One,primary_ascii,ジャンボ尾崎のホールインワン
55864,Nintendo Super Famicom,SFC,Exhaust Heat,エキゾースト・ヒート,Exhaust Heat,primary_ascii,エキゾースト・ヒート
55869,Nintendo Super Famicom,SFC,Populous,ポピュラス,Populous,primary_ascii,ポピュラス
55871,Nintendo Super Famicom,SFC,Super Fire Pro Wrestling X,スーパーファイヤープロレスリングX,Super Fire Pro Wrestling X,primary_ascii,スーパーファイヤープロレスリングX
55875,Nintendo Super Famicom,SFC,Gambler Jiko Chuushinha 2 Dorapon Quest,ぎゅわんぶらあ自己中心派2 ドラポンクエスト,Gambler Jiko Chuushinha 2 Dorapon Quest,primary_ascii,ぎゅわんぶらあ自己中心派2 ドラポンクエスト
55878,Nintendo Super Famicom,SFC,Super Fire Pro Wrestling Special,スーパーファイヤープロレスリング スペシャル,Super Fire Pro Wrestling Special,primary_ascii,スーパーファイヤープロレスリング スペシャル
55879,Nintendo Super Famicom,SFC,Parlor! Mini 2 Pachinko Jikki Simulation Game,パーラー！ミニ2 Parlor ! Mini 2 パチンコ実機シミュレーションゲーム,Parlor! Mini 2 Pachinko Jikki Simulation Game,primary_ascii,パーラー！ミニ2 Parlor ! Mini 2 パチンコ実機シミュレーションゲーム
55880,Nintendo Super Famicom,SFC,Super Pachi Slot Mahjong,スーパーパチスロマージャン,Super Pachi Slot Mahjong,primary_ascii,スーパーパチスロマージャン
55882,Nintendo Super Famicom,SFC,Derby Stallion III,ダービースタリオンIII|Derby Stallion 3,Derby Stallion III,primary_ascii,ダービースタリオンIII|Derby Stallion 3
55887,Nintendo Super Famicom,SFC,Bombuzal,ボンバザル,Bombuzal,primary_ascii,ボンバザル
55889,Nintendo Super Famicom,SFC,Kamai-tachi no Yoru,かまいたちの夜,Kamai-tachi no Yoru,primary_ascii,かまいたちの夜
55891,Nintendo Super Famicom,SFC,Harukanaru Augusta 2 Masters,マスターズ 遥かなるオーガスタ2 MASTERS,Harukanaru Augusta 2 Masters,primary_ascii,マスターズ 遥かなるオーガスタ2 MASTERS
55913,Nintendo Super Famicom,SFC,Super F1 Circus,スーパーエフワン サーカス,Super F1 Circus,primary_ascii,スーパーエフワン サーカス
55914,Nintendo Super Famicom,SFC,Tower Dream,タワードリーム,Tower Dream,primary_ascii,タワードリーム
55915,Nintendo Super Famicom,SFC,Momotarou Dentetsu Happy,桃太郎電鉄 ハッピー,Momotarou Dentetsu Happy,primary_ascii,桃太郎電鉄 ハッピー
55917,Nintendo Super Famicom,SFC,Sword World SFC 2 Inishie no Kyojin Densetsu,ソードワールドSFC2 いにしえの巨人伝説,Sword World SFC 2 Inishie no Kyojin Densetsu,primary_ascii,ソードワールドSFC2 いにしえの巨人伝説
55918,Nintendo Super Famicom,SFC,Shijou Saikyou League Serie A Ace Striker,史上最強リーグ セリエA エースストライカー,Shijou Saikyou League Serie A Ace Striker,primary_ascii,史上最強リーグ セリエA エースストライカー
55920,Nintendo Super Famicom,SFC,Super Sangokushi II,スーパー三国志II|Super Sangokushi 2,Super Sangokushi II,primary_ascii,スーパー三国志II|Super Sangokushi 2
55921,Nintendo Super Famicom,SFC,Jikkyou Powerful Pro Yakyuu 3,実況パワフルプロ野球3,Jikkyou Powerful Pro Yakyuu 3,primary_ascii,実況パワフルプロ野球3
55922,Nintendo Super Famicom,SFC,Angelique,アンジェリーク,Angelique,primary_ascii,アンジェリーク
55923,Nintendo Super Famicom,SFC,Pro Mahjong Kiwame,プロ麻雀 極,Pro Mahjong Kiwame,primary_ascii,プロ麻雀 極
55924,Nintendo Super Famicom,SFC,Super Formation Soccer 2,スーパーフォーメーションサッカー 2,Super Formation Soccer 2,primary_ascii,スーパーフォーメーションサッカー 2
55925,Nintendo Super Famicom,SFC,Honke Sankyo Fever 3 Jikki Simulation,本家Sankyo FEVER 3 実機シミュレーション,Honke Sankyo Fever 3 Jikki Simulation,primary_ascii,本家Sankyo FEVER 3 実機シミュレーション
55926,Nintendo Super Famicom,SFC,Sangokushi IV,三国志IV|Sangokushi 4,Sangokushi IV,primary_ascii,三国志IV|Sangokushi 4
55928,Nintendo Super Famicom,SFC,Honke Sankyo Fever Jikki Simulation,本家SANKYO FEVER 実機シミュレーション,Honke Sankyo Fever Jikki Simulation,primary_ascii,本家SANKYO FEVER 実機シミュレーション
55929,Nintendo Super Famicom,SFC,F-1 Grand Prix Part III,F1グランプリ パート3|F-1 Grand Prix Part 3,F-1 Grand Prix Part III,primary_ascii,F1グランプリ パート3|F-1 Grand Prix Part 3
56408,Nintendo Super Famicom,SFC,Majyuuou,魔獣王|King of Demons,Majyuuou,primary_ascii,魔獣王|King of Demons
56409,Nintendo Super Famicom,SFC,Getsumen no Anubis,月面のアヌビス,Getsumen no Anubis,primary_ascii,月面のアヌビス
56410,Nintendo Super Famicom,SFC,Zen Nippon Pro-Wrestling,全日本プロレス,Zen Nippon Pro-Wrestling,primary_ascii,全日本プロレス
57002,Nintendo Super Famicom,SFC,"Ascii Capcom Pad Soldier CP-S01CAN, Controller",,"Ascii Capcom Pad Soldier CP-S01CAN, Controller",primary_ascii,
57477,Nintendo Family Computer,FAMICOM,"Capcom Power Stick Fighter Cordless Adapter, Wireless Receiver, カプコン・パワー・スティック・ファイターのコードレス",,"Capcom Power Stick Fighter Cordless Adapter, Wireless Receiver, カプコン・パワー・スティック・ファイターのコードレス",primary_fallback,
58814,Nintendo Super Famicom,SFC,Yuu Yuu Hakusho,幽☆遊☆白書,Yuu Yuu Hakusho,primary_ascii,幽☆遊☆白書
58822,Nintendo Super Famicom,SFC,Mahjong Club,麻雀倶楽部,Mahjong Club,primary_ascii,麻雀倶楽部
58831,Nintendo Super Famicom,SFC,Super Fire Pro Wrestling 3 Final Bout,スーパーファイヤープロレスリング3 ファイナルバウト,Super Fire Pro Wrestling 3 Final Bout,primary_ascii,スーパーファイヤープロレスリング3 ファイナルバウト
58843,Nintendo Super Famicom,SFC,Parlor! Mini Pachinko Jikki Simulation,パーラー！ミニ,Parlor! Mini Pachinko Jikki Simulation,primary_ascii,パーラー！ミニ
58850,Nintendo Super Famicom,SFC,Donkey Kong Country 2 Diddy's Kong Quest,スーパードンキーコング2 ディクシー ＆ ディディー,Donkey Kong Country 2 Diddy's Kong Quest,primary_ascii,スーパードンキーコング2 ディクシー ＆ ディディー
58851,Nintendo Super Famicom,SFC,Sangokushi Seishi Tenbu Spirits,三国志正史 天舞スピリッツ,Sangokushi Seishi Tenbu Spirits,primary_ascii,三国志正史 天舞スピリッツ
58854,Nintendo Super Famicom,SFC,Tetris Flash,テトリスフラッシュ,Tetris Flash,primary_ascii,テトリスフラッシュ
58864,Nintendo Super Famicom,SFC,Parlor! Mini 4 Pachinko Jikki Simulation,パーラー！ミニ4 Parlor ! Mini 4 パチンコ実機シミュレーションゲーム,Parlor! Mini 4 Pachinko Jikki Simulation,primary_ascii,パーラー！ミニ4 Parlor ! Mini 4 パチンコ実機シミュレーションゲーム
58868,Nintendo Super Famicom,SFC,Magical Taruruuto-kun Magic Adventure,まじかる☆タルるートくん,Magical Taruruuto-kun Magic Adventure,primary_ascii,まじかる☆タルるートくん
58869,Nintendo Super Famicom,SFC,Super Famista 2,スーパーファミスタ2,Super Famista 2,primary_ascii,スーパーファミスタ2
58870,Nintendo Super Famicom,SFC,Ys 4 Mask of the Sun,イースIV マスク オブ ザ サン,Ys 4 Mask of the Sun,primary_ascii,イースIV マスク オブ ザ サン
