object_number,platform_raw_first,platform_norm,title_primary,alt_titles,title_norm,title_norm_source,title_aliases
9228,Nintendo Super Famicom,SFC,Dragon Quest III Soshite Densetsu he...,ドラゴンクエストIII そして伝説へ…|Dragon Quest 3 Soshite Densetsu he...|Dragon Quest III The Seeds of Salvation|Dragon Warrior III,Dragon Quest III Soshite Densetsu he...,primary_ascii,ドラゴンクエストIII そして伝説へ…|Dragon Quest 3 Soshite Densetsu he...|Dragon Quest III The Seeds of Salvation|Dragon Warrior III
9229,Nintendo Super Famicom,SFC,Magic Knight Rayearth Mahou Kishi,マジックナイト レイアース 魔法騎士|Mahou Kishi Rayearth,Magic Knight Rayearth Mahou Kishi,primary_ascii,マジックナイト レイアース 魔法騎士|Mahou Kishi Rayearth
9230,Nintendo Super Famicom,SFC,CB Chara Wars Ushinawareta Gag,CBキャラウォーズ 失われたギャ〜グ,CB Chara Wars Ushinawareta Gag,primary_ascii,CBキャラウォーズ 失われたギャ〜グ
9231,Nintendo Super Famicom,SFC,Ashita no Joe,あしたのジョー|Tomorrow's Joe,Ashita no Joe,primary_ascii,あしたのジョー|Tomorrow's Joe
9232,Nintendo Super Famicom,SFC,Der Langrisser,デア ラングリッサー,Der Langrisser,primary_ascii,デア ラングリッサー
9233,Nintendo Super Famicom,SFC,SD Kidou Senshi Gundam 2,SD機動戦士ガンダム2,SD Kidou Senshi Gundam 2,primary_ascii,SD機動戦士ガンダム2
9234,Nintendo Super Famicom,SFC,Rockman X2,ロックマンエックス2|Rock Man X2|Mega Man X2,Rockman X2,primary_ascii,ロックマンエックス2|Rock Man X2|Mega Man X2
9235,Nintendo Super Famicom,SFC,Rockman X,ロックマンエックス|Rock Man X|Mega Man X,Rockman X,primary_ascii,ロックマンエックス|Rock Man X|Mega Man X
9242,Nintendo Super Famicom,SFC,SD The Great Battle Aratanaru Chousen,SD ザ・グレイトバトル 新たなる挑戦,SD The Great Battle Aratanaru Chousen,primary_ascii,SD ザ・グレイトバトル 新たなる挑戦
9243,Nintendo Super Famicom,SFC,Kaizou Shubibinman Zero,改造町人シュビビンマン零|Cyber Citizen Shockman Zero,Kaizou Shubibinman Zero,primary_ascii,改造町人シュビビンマン零|Cyber Citizen Shockman Zero
9244,Nintendo Super Famicom,SFC,Dragon Slayer Eiyuu Densetsu,ドラゴンスレイヤー英雄伝説|Dragon Slayer The Legend of Heroes,Dragon Slayer Eiyuu Densetsu,primary_ascii,ドラゴンスレイヤー英雄伝説|Dragon Slayer The Legend of Heroes
9245,Nintendo Super Famicom,SFC,Bike Daisuki! Hashiriya Tamashii Rider's-Spirits,バイク大好き！走り屋 魂|Bike Daisuki! Hashiriya Tamashii Rider's Spirits|Bike Daisuki! Hashiriya Kon Rider's Spirits|Bike Daisuki Hashiri ya Tamashii|Bike Daisuki! Hashiriya Damashii,Bike Daisuki! Hashiriya Tamashii Rider's-Spirits,primary_ascii,バイク大好き！走り屋 魂|Bike Daisuki! Hashiriya Tamashii Rider's Spirits|Bike Daisuki! Hashiriya Kon Rider's Spirits|Bike Daisuki Hashiri ya Tamashii|Bike Daisuki! Hashiriya Damashii
9246,Nintendo Super Famicom,SFC,Heracles no Eikou III Kamigami no Chinmoku,ヘラクレスの栄光III 神々の沈黙|Herakles no Eikou III Kamigami no Chinmoku|Heracles no Eikou 3 Kamigami no Chinmoku|The Glory of Heracles 3 Silence of the Gods,Heracles no Eikou III Kamigami no Chinmoku,primary_ascii,ヘラクレスの栄光III 神々の沈黙|Herakles no Eikou III Kamigami no Chinmoku|Heracles no Eikou 3 Kamigami no Chinmoku|The Glory of Heracles 3 Silence of the Gods
9247,Nintendo Super Famicom,SFC,Tiny Toon Adventures,タイニートゥーン アドベンチャーズ|Tiny Toon Adventures Buster Busts Loose,Tiny Toon Adventures,primary_ascii,タイニートゥーン アドベンチャーズ|Tiny Toon Adventures Buster Busts Loose
9248,Nintendo Super Famicom,SFC,NBA Jam T.E. Tournament Edition,NBA ジャム トーナメントエディション|NBA Jam Tournament Edition,NBA Jam T.E. Tournament Edition,primary_ascii,NBA ジャム トーナメントエディション|NBA Jam Tournament Edition
9250,Nintendo Super Famicom,SFC,Super Bomberman 4,スーパーボンバーマン4|Super Bomber Man 4,Super Bomberman 4,primary_ascii,スーパーボンバーマン4|Super Bomber Man 4
9253,Nintendo Super Famicom,SFC,Chou Makaimura,超魔界村|チョウマカイムラ|Super Demon World Village|Chohmakaimura|Super Ghouls 'n Ghosts,Chou Makaimura,primary_ascii,超魔界村|チョウマカイムラ|Super Demon World Village|Chohmakaimura|Super Ghouls 'n Ghosts
9256,Nintendo Super Famicom,SFC,King of the Monsters,キング・オブ・ザ・モンスターズ,King of the Monsters,primary_ascii,キング・オブ・ザ・モンスターズ
9257,Nintendo Super Famicom,SFC,Albert Odyssey,アルバートオデッセイ,Albert Odyssey,primary_ascii,アルバートオデッセイ
9261,Nintendo Super Famicom,SFC,Nintama Rantarou 2,忍たま乱太郎2,Nintama Rantarou 2,primary_ascii,忍たま乱太郎2
9263,Nintendo Super Famicom,SFC,Estpolis Denki II,エストポリス伝記II|Estpolis Denki 2|Lufia II Rise of the Sinistrals,Estpolis Denki II,primary_ascii,エストポリス伝記II|Estpolis Denki 2|Lufia II Rise of the Sinistrals
9267,Nintendo Super Famicom,SFC,Final Fantasy USA Mystic Quest,ミスティック クエスト ファイナル ファンタジー|Final Fantasy Mystic Quest|Mystic Quest Legend,Final Fantasy USA Mystic Quest,primary_ascii,ミスティック クエスト ファイナル ファンタジー|Final Fantasy Mystic Quest|Mystic Quest Legend
9269,Nintendo Super Famicom,SFC,Dragon Quest VI Maboroshi no Daichi,ドラゴンクエストVI 幻の大地|Dragon Quest 4 Maboroshi no Daichi|Dragon Quest VI Realms of Revelation|Dragon Quest VI Land of Illusion,Dragon Quest VI Maboroshi no Daichi,primary_ascii,ドラゴンクエストVI 幻の大地|Dragon Quest 4 Maboroshi no Daichi|Dragon Quest VI Realms of Revelation|Dragon Quest VI Land of Illusion
9277,Nintendo Super Famicom,SFC,Tecmo Super NBA Basketball,テクモスーパーNBAバスケットボール,Tecmo Super NBA Basketball,primary_ascii,テクモスーパーNBAバスケットボール
9283,Nintendo Super Famicom,SFC,Doraemon Nobita to Yousei no Kuni,ドラえもん のび太と妖精の国|Doraemon Nobita to Yosei no Kuni,Doraemon Nobita to Yousei no Kuni,primary_ascii,ドラえもん のび太と妖精の国|Doraemon Nobita to Yosei no Kuni
9289,Nintendo Super Famicom,SFC,Cameltry,キャメルトライ,Cameltry,primary_ascii,キャメルトライ
9290,Nintendo Super Famicom,SFC,Syndicate,シンジケート,Syndicate,primary_ascii,シンジケート
9291,Nintendo Super Famicom,SFC,Super Volley II,スーパーバレーII|Super Volley 2|Super Volleyball 2|Hyper V-Ball,Super Volley II,primary_ascii,スーパーバレーII|Super Volley 2|Super Volleyball 2|Hyper V-Ball
9305,Nintendo Super Famicom,SFC,Super Puyo Puyo,す〜ぱ〜ぷよぷよ,Super Puyo Puyo,primary_ascii,す〜ぱ〜ぷよぷよ
9306,Nintendo Super Famicom,SFC,Feda The Emblem Of Justice,フェーダ エンブレム・オブ・ジャスティス|The Emblem Of Justice Feda,Feda The Emblem Of Justice,primary_ascii,フェーダ エンブレム・オブ・ジャスティス|The Emblem Of Justice Feda
9307,Nintendo Super Famicom,SFC,Mother 2 Gyiyg no Gyakushuu,Mother 2 ギーグの逆襲|マザー2 ギーグの逆襲|Mother 2 Gīgu no Gyakushū|Mother 2 Giygas' Counterattack|EarthBound,Mother 2 Gyiyg no Gyakushuu,primary_ascii,Mother 2 ギーグの逆襲|マザー2 ギーグの逆襲|Mother 2 Gīgu no Gyakushū|Mother 2 Giygas' Counterattack|EarthBound
9308,Nintendo Super Famicom,SFC,ActRaiser,アクトレイザー|Act Raiser,ActRaiser,primary_ascii,アクトレイザー|Act Raiser
9309,Nintendo Super Famicom,SFC,King of the Monsters 2 The Next Thing,キング・オブ・ザ・モンスターズ2|The Next Thing King of the Monsters 2|King of the Monsters 2,King of the Monsters 2 The Next Thing,primary_ascii,キング・オブ・ザ・モンスターズ2|The Next Thing King of the Monsters 2|King of the Monsters 2
9310,Nintendo Super Famicom,SFC,Bakukyu Rennpatsu!! Super B-Daman,爆球連発！！スーパービーダマン|Baku-Kyu Rennpatsu Super B-Daman|Bakukyuu Renpatsu! Super B-Daman,Bakukyu Rennpatsu!! Super B-Daman,primary_ascii,爆球連発！！スーパービーダマン|Baku-Kyu Rennpatsu Super B-Daman|Bakukyuu Renpatsu! Super B-Daman
9311,Nintendo Super Famicom,SFC,Nekketsu Tairiku Burning Heroes,熱血大陸 バーニング ヒーローズ,Nekketsu Tairiku Burning Heroes,primary_ascii,熱血大陸 バーニング ヒーローズ
9312,Nintendo Super Famicom,SFC,2020 Super Baseball,2020年 スーパーベースボール|２０２０年スーパー・ベースボール|Super Baseball 2020,2020 Super Baseball,primary_ascii,2020年 スーパーベースボール|２０２０年スーパー・ベースボール|Super Baseball 2020
9313,Nintendo Super Famicom,SFC,Super Tetris 3,スーパーテトリス3,Super Tetris 3,primary_ascii,スーパーテトリス3
9314,Nintendo Super Famicom,SFC,Aqutallion,アクタリオン|Tecmo Secret of the Stars,Aqutallion,primary_ascii,アクタリオン|Tecmo Secret of the Stars
9316,Nintendo Super Famicom,SFC,Ranma ½ Chounai Gekitou Hen,らんま1/2 町内激闘篇|Ranma 1/2 Chounai Gekitou Hen|Ranma 1-2 Chounai Gekitou Hen|Ranma Nibunnoichi Chonai Gekitou Hen,Ranma 1/2 Chounai Gekitou Hen,alt_ascii,Ranma ½ Chounai Gekitou Hen|らんま1/2 町内激闘篇|Ranma 1-2 Chounai Gekitou Hen|Ranma Nibunnoichi Chonai Gekitou Hen
9318,Nintendo Super Famicom,SFC,Super Tetris 2 + Bombliss Gentei Han,スーパーテトリス2＋ボンブリス 限定版|Super Tetris 2 + Bombliss Gentai Han|Super Tetris 2 + Bombliss Gentei Ban|Super Tetris 2 + Bombliss Limited Edition,Super Tetris 2 + Bombliss Gentei Han,primary_ascii,スーパーテトリス2＋ボンブリス 限定版|Super Tetris 2 + Bombliss Gentai Han|Super Tetris 2 + Bombliss Gentei Ban|Super Tetris 2 + Bombliss Limited Edition
9321,Nintendo Super Famicom,SFC,Rudra no Hihou,ルドラの秘宝|Rudora no Hihou|Treasure of the Rudras,Rudra no Hihou,primary_ascii,ルドラの秘宝|Rudora no Hihou|Treasure of the Rudras
9322,Nintendo Super Famicom,SFC,Bomberman B-Daman,ボンバーマン ビーダマン|Bomber Man B-Daman,Bomberman B-Daman,primary_ascii,ボンバーマン ビーダマン|Bomber Man B-Daman
9323,Nintendo Super Famicom,SFC,Spindizzy Worlds,スピンディジーワールド,Spindizzy Worlds,primary_ascii,スピンディジーワールド
9324,Nintendo Super Famicom,SFC,GP-1,GP1,GP-1,primary_ascii,GP1
9326,Nintendo Super Famicom,SFC,Bahamut Lagoon,バハムート ラグーン,Bahamut Lagoon,primary_ascii,バハムート ラグーン
9328,Nintendo Super Famicom,SFC,Slap Stick,スラップスティック|Robotrek|Slapstick,Slap Stick,primary_ascii,スラップスティック|Robotrek|Slapstick
9329,Nintendo Super Famicom,SFC,Super Puyo Puyo 2,す〜ぱ〜ぷよぷよ通|Super Puyo Puyo Tsuu,Super Puyo Puyo 2,primary_ascii,す〜ぱ〜ぷよぷよ通|Super Puyo Puyo Tsuu
9330,Nintendo Super Famicom,SFC,Slayers,スレイヤーズ,Slayers,primary_ascii,スレイヤーズ
9331,Nintendo Super Famicom,SFC,Monster Maker III Hikari no Majutsushi,モンスターメーカー3 光の魔術士|Monster Maker 3 Hikari no Majyutsushi|Monster Maker III Hikari no Majyutsushi|Monster Maker III Hikaru no Majutsushi,Monster Maker III Hikari no Majutsushi,primary_ascii,モンスターメーカー3 光の魔術士|Monster Maker 3 Hikari no Majyutsushi|Monster Maker III Hikari no Majyutsushi|Monster Maker III Hikaru no Majutsushi
9358,Nintendo Super Famicom,SFC,Super Shanghai Dragon's Eye,スーパー上海ドラゴンズアイ|Dragon's Eye Super Shanghai|Dragon's Eye Super Shanghai|Shanghai II Dragon's Eye|Shanghai 2 Dragon's Eye,Super Shanghai Dragon's Eye,primary_ascii,スーパー上海ドラゴンズアイ|Dragon's Eye Super Shanghai|Dragon's Eye Super Shanghai|Shanghai II Dragon's Eye|Shanghai 2 Dragon's Eye
9393,Nintendo Super Famicom,SFC,Super Street Fighter II The New Challengers,スーパーストリートファイターII ザ ニューチャレンジャーズ|Super Street Fighter 2 The New Challengers,Super Street Fighter II The New Challengers,primary_ascii,スーパーストリートファイターII ザ ニューチャレンジャーズ|Super Street Fighter 2 The New Challengers
9401,Nintendo Super Famicom,SFC,Tetris Battle Gaiden,テトリスバトル 武闘外伝,Tetris Battle Gaiden,primary_ascii,テトリスバトル 武闘外伝
9414,Nintendo Super Famicom,SFC,Sandra no Daibouken Valkyrie Tono Deai,サンドラの大冒険 ワルキューレとの出逢い|Xandra no Daibouken Valkyrie to no Deai|Sandro no Daibouken Valkyrie Tono Deai|Whirlo,Sandra no Daibouken Valkyrie Tono Deai,primary_ascii,サンドラの大冒険 ワルキューレとの出逢い|Xandra no Daibouken Valkyrie to no Deai|Sandro no Daibouken Valkyrie Tono Deai|Whirlo
9421,Nintendo Super Famicom,SFC,Fire Emblem Seisen no Keifu,ファイアーエムブレム 聖戦の系譜|Fire Emblem 4 Seisen no Keifu|Fire Emblem Genealogy of the Holy War,Fire Emblem Seisen no Keifu,primary_ascii,ファイアーエムブレム 聖戦の系譜|Fire Emblem 4 Seisen no Keifu|Fire Emblem Genealogy of the Holy War
9428,Nintendo Super Famicom,SFC,Street Fighter II Turbo Hyper Fighting,ストリートファイターII ターボ|Street Fighter 2 Turbo Hyper Fighting,Street Fighter II Turbo Hyper Fighting,primary_ascii,ストリートファイターII ターボ|Street Fighter 2 Turbo Hyper Fighting
9436,Nintendo Super Famicom,SFC,3x3 Eyes Sazanaizu Seima Kourinden,3x3 Eyes サザンアイズ 聖魔降臨伝|三只眼 聖魔降臨伝|3 x 3 Eyes Sazanaizu Seima Kourinden,3x3 Eyes Sazanaizu Seima Kourinden,primary_ascii,3x3 Eyes サザンアイズ 聖魔降臨伝|三只眼 聖魔降臨伝|3 x 3 Eyes Sazanaizu Seima Kourinden
9447,Nintendo Super Famicom,SFC,Mahoujin Guru Guru,魔法陣グルグル|Mahoujin Guruguru|Magical Circle Guru Guru,Mahoujin Guru Guru,primary_ascii,魔法陣グルグル|Mahoujin Guruguru|Magical Circle Guru Guru
9454,Nintendo Super Famicom,SFC,Laplace no Ma,ラプラスの魔|Rapurasu no Ma|Diable De Laplace|Devil of Laplace,Laplace no Ma,primary_ascii,ラプラスの魔|Rapurasu no Ma|Diable De Laplace|Devil of Laplace
9482,Nintendo Super Famicom,SFC,Hana no Keiji Kumo no Kanata ni,花の慶次 -雲のかなたに-|Hana no Kenji Kumo no Kanata ni|Keiji Flower Beyond the Clouds,Hana no Keiji Kumo no Kanata ni,primary_ascii,花の慶次 -雲のかなたに-|Hana no Kenji Kumo no Kanata ni|Keiji Flower Beyond the Clouds
9498,Nintendo Super Famicom,SFC,Bishoujo Janshi Suchie-Pai,美少女雀士スーチーパイ|Bishoujo Janshi Suchie-Pie|Bishōjo Janshi Suchie-Pai|Idol Janshi Suchie-Pai,Bishoujo Janshi Suchie-Pai,primary_ascii,美少女雀士スーチーパイ|Bishoujo Janshi Suchie-Pie|Bishōjo Janshi Suchie-Pai|Idol Janshi Suchie-Pai
9523,Nintendo Super Famicom,SFC,Final Fantasy VI,ファイナルファンタジーVI|Final Fantasy 6|Final Fantasy III|Final Fantasy 3,Final Fantasy VI,primary_ascii,ファイナルファンタジーVI|Final Fantasy 6|Final Fantasy III|Final Fantasy 3
9536,Nintendo Super Famicom,SFC,Pop'n TwinBee,ポップン ツインビー|Pop 'N' Twinbee|Pop N Twinbee,Pop'n TwinBee,primary_ascii,ポップン ツインビー|Pop 'N' Twinbee|Pop N Twinbee
9553,Nintendo Super Famicom,SFC,Doraemon 2 Nobita no Toys Land Daibouken,ドラえもん2 のび太のトイズランド大冒険,Doraemon 2 Nobita no Toys Land Daibouken,primary_ascii,ドラえもん2 のび太のトイズランド大冒険
9554,Nintendo Super Famicom,SFC,Final Fantasy IV,ファイナルファンタジーIV|Final Fantasy 4|Final Fantasy 2|Final Fantasy II,Final Fantasy IV,primary_ascii,ファイナルファンタジーIV|Final Fantasy 4|Final Fantasy 2|Final Fantasy II
9558,Nintendo Super Famicom,SFC,Sky Mission,スカイミッション|Wings 2 Aces High|Blazing Skies,Sky Mission,primary_ascii,スカイミッション|Wings 2 Aces High|Blazing Skies
9569,Nintendo Super Famicom,SFC,Gouketsuji Ichizoku,豪血寺一族|Power Instinct|Gouketuji Ichizoko|Gouketuji Ichizoku,Gouketsuji Ichizoku,primary_ascii,豪血寺一族|Power Instinct|Gouketuji Ichizoko|Gouketuji Ichizoku
9573,Nintendo Super Famicom,SFC,Ryuuko no Ken,龍虎の拳|Art of Fighting,Ryuuko no Ken,primary_ascii,龍虎の拳|Art of Fighting
9580,Nintendo Super Famicom,SFC,Super Bowling,スーパーボウリング,Super Bowling,primary_ascii,スーパーボウリング
9766,Nintendo Super Famicom,SFC,Parodius Da! Shinwa kara Owarai e,パロディウスだ! －神話からお笑いへ－|Parodius da! Shinwa Kara Owarai he|Parodius Non-Sense Fantasy|Parodius! From Myth to Laughter,Parodius Da! Shinwa kara Owarai e,primary_ascii,パロディウスだ! －神話からお笑いへ－|Parodius da! Shinwa Kara Owarai he|Parodius Non-Sense Fantasy|Parodius! From Myth to Laughter
9767,Nintendo Super Famicom,SFC,Ranma ½ Akanekodan Teki Hihou,らんま1/2 朱猫団的秘宝|Ranma 1-2 Akanekodan Teki Hihou|Ranma 1/2 Akanekodan Teki Hihou|Ranma Nibunnoichi Akanekodan no Hihou|Ranma 1/2 Treasure of the Red Cat Gang,Ranma 1-2 Akanekodan Teki Hihou,alt_ascii,Ranma ½ Akanekodan Teki Hihou|らんま1/2 朱猫団的秘宝|Ranma 1/2 Akanekodan Teki Hihou|Ranma Nibunnoichi Akanekodan no Hihou|Ranma 1/2 Treasure of the Red Cat Gang
9768,Nintendo Super Famicom,SFC,Fire Emblem Monshou no Nazo,ファイアーエムブレム 紋章の謎|Fire Emblem Monsyo no Nazo|Fire Emblem Monshō no Nazo|Fire Emblem Mystery of the Emblem,Fire Emblem Monshou no Nazo,primary_ascii,ファイアーエムブレム 紋章の謎|Fire Emblem Monsyo no Nazo|Fire Emblem Monshō no Nazo|Fire Emblem Mystery of the Emblem
9769,Nintendo Super Famicom,SFC,Cosmo Gang The Video,コズモギャング ザ ビデオ|Cosmo Gang Video,Cosmo Gang The Video,primary_ascii,コズモギャング ザ ビデオ|Cosmo Gang Video
9773,Nintendo Super Famicom,SFC,Space Invaders The Original Game,スペースインベーダー The Original Game|スペースインベーダー ザ・オリジナルゲーム,Space Invaders The Original Game,primary_ascii,スペースインベーダー The Original Game|スペースインベーダー ザ・オリジナルゲーム
9775,Nintendo Super Famicom,SFC,Ganbare Goemon 2 Kiteretsu Shougun Magginesu,がんばれゴエモン2 奇天烈将軍マッギネス|Ganbare Goemon 2 Kiteretsu Shōgun Magginesu|Let's Go! Goemon 2 Very Strange General McGuiness,Ganbare Goemon 2 Kiteretsu Shougun Magginesu,primary_ascii,がんばれゴエモン2 奇天烈将軍マッギネス|Ganbare Goemon 2 Kiteretsu Shōgun Magginesu|Let's Go! Goemon 2 Very Strange General McGuiness
9777,Nintendo Super Famicom,SFC,Super Snakey,スーパースネーキー|WildSnake|Wild Snake,Super Snakey,primary_ascii,スーパースネーキー|WildSnake|Wild Snake
9779,Nintendo Super Famicom,SFC,NBA Jam,NBAジャム,NBA Jam,primary_ascii,NBAジャム
9780,Nintendo Super Famicom,SFC,Lagoon,ラグーン,Lagoon,primary_ascii,ラグーン
9781,Nintendo Super Famicom,SFC,Doraemon 4 Nobita to Tsuki no Oukoku,ドラえもん4 のび太と月の王国|Doraemon 4 Nobita to Tuki no Okoku,Doraemon 4 Nobita to Tsuki no Oukoku,primary_ascii,ドラえもん4 のび太と月の王国|Doraemon 4 Nobita to Tuki no Okoku
9786,Nintendo Super Famicom,SFC,Bokujou Monogatari,牧場物語|Bokujō Monogatari|Harvest Moon,Bokujou Monogatari,primary_ascii,牧場物語|Bokujō Monogatari|Harvest Moon
9793,Nintendo Super Famicom,SFC,Takahashi Meijin no Daibouken Shima II,高橋名人の大冒険島II|Takahashi Meijin no Daibouken Shima 2|Takahashi Meijin no Daibouken-Jima II|Takahashi Meijin no Daibouken Jima II|Super Adventure Island II,Takahashi Meijin no Daibouken Shima II,primary_ascii,高橋名人の大冒険島II|Takahashi Meijin no Daibouken Shima 2|Takahashi Meijin no Daibouken-Jima II|Takahashi Meijin no Daibouken Jima II|Super Adventure Island II
9795,Nintendo Super Famicom,SFC,Dragon Quest V Tenkuu no Hanayome,ドラゴンクエストV 天空の花嫁|Dragon Quest 5 Tenkuu no Hanayome|Dragon Quest V Tenkū no Hanayome|Dragon Quest V Hand of the Heavenly Bride,Dragon Quest V Tenkuu no Hanayome,primary_ascii,ドラゴンクエストV 天空の花嫁|Dragon Quest 5 Tenkuu no Hanayome|Dragon Quest V Tenkū no Hanayome|Dragon Quest V Hand of the Heavenly Bride
9796,Nintendo Super Famicom,SFC,Last Bible III,ラストバイブルIII|Last Bible 3,Last Bible III,primary_ascii,ラストバイブルIII|Last Bible 3
9801,Nintendo Super Famicom,SFC,Kaite Tsukutte Asoberu Dezaemon,描いて・作って・遊べる デザエモン|Kaite Tukutte Asoberu Dezaemon,Kaite Tsukutte Asoberu Dezaemon,primary_ascii,描いて・作って・遊べる デザエモン|Kaite Tukutte Asoberu Dezaemon
9802,Nintendo Super Famicom,SFC,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental|Super Robot Taisen Gaiden Masoukishin The Lord Of Elemental|Masoukishin Super Robot Wars Gaiden Lord of Elemental|Super Robot Wars Gaiden Masoukishin The Lord of Elemental,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,primary_ascii,スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental|Super Robot Taisen Gaiden Masoukishin The Lord Of Elemental|Masoukishin Super Robot Wars Gaiden Lord of Elemental|Super Robot Wars Gaiden Masoukishin The Lord of Elemental
9804,Nintendo Super Famicom,SFC,Ski Paradise with Snowboard,スキーパラダイス With スノーボード|Val d'Isère Championship|Tommy Moe's Winter Extreme Skiing and Snowboarding,Ski Paradise with Snowboard,primary_ascii,スキーパラダイス With スノーボード|Val d'Isère Championship|Tommy Moe's Winter Extreme Skiing and Snowboarding
9805,Nintendo Super Famicom,SFC,Final Fantasy V,ファイナルファンタジーV|Final Fantasy 5,Final Fantasy V,primary_ascii,ファイナルファンタジーV|Final Fantasy 5
9807,Nintendo Super Famicom,SFC,Rockman's Soccer,ロックマンズサッカー|Rock Man's Soccer|Mega Man's Soccer,Rockman's Soccer,primary_ascii,ロックマンズサッカー|Rock Man's Soccer|Mega Man's Soccer
9809,Nintendo Super Famicom,SFC,Magical Taruruuto-kun Magic Adventure,まじかる☆タルるートくん Magic Adventure|まじかる タルるートくん Magic Adventure|Magical ☆ Taruruuto-kun Magic Adventure|Magical Taruruto Kun Magic Adventure|Magical Tarurūto-kun Magic Adventure,Magical Taruruuto-kun Magic Adventure,primary_ascii,まじかる☆タルるートくん Magic Adventure|まじかる タルるートくん Magic Adventure|Magical ☆ Taruruuto-kun Magic Adventure|Magical Taruruto Kun Magic Adventure|Magical Tarurūto-kun Magic Adventure
9810,Nintendo Super Famicom,SFC,Panic in Nakayoshi World,パニック イン なかよしワールド|Panic in Nakayosi World,Panic in Nakayoshi World,primary_ascii,パニック イン なかよしワールド|Panic in Nakayosi World
9811,Nintendo Super Famicom,SFC,Lemmings,レミングス,Lemmings,primary_ascii,レミングス
9813,Nintendo Super Famicom,SFC,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental|Super Robot Taisen Gaiden Masoukishin The Lord Of Elemental|Masoukishin Super Robot Wars Gaiden Lord of Elemental|Super Robot Wars Gaiden Masoukishin The Lord of Elemental,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,primary_ascii,スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental|Super Robot Taisen Gaiden Masoukishin The Lord Of Elemental|Masoukishin Super Robot Wars Gaiden Lord of Elemental|Super Robot Wars Gaiden Masoukishin The Lord of Elemental
9816,Nintendo Super Famicom,SFC,Captain Tsubasa III Koutei no Chousen,キャプテン翼III -皇帝の挑戦-|Captain Tsubasa 3 Koutei no Chousen|Captain Tsubasa III The Kaiser's Challenge,Captain Tsubasa III Koutei no Chousen,primary_ascii,キャプテン翼III -皇帝の挑戦-|Captain Tsubasa 3 Koutei no Chousen|Captain Tsubasa III The Kaiser's Challenge
9818,Nintendo Super Famicom,SFC,Super Puyo Puyo 2 Remix,す〜ぱ〜ぷよぷよ通リミックス|Super Puyo Puyo Tsuu Remix,Super Puyo Puyo 2 Remix,primary_ascii,す〜ぱ〜ぷよぷよ通リミックス|Super Puyo Puyo Tsuu Remix
9819,Nintendo Super Famicom,SFC,Aretha,アレサ,Aretha,primary_ascii,アレサ
9820,Nintendo Super Famicom,SFC,J League Soccer Prime Goal,Jリーグサッカー プライムゴール|J.League Soccer Prime Goal|J-League Soccer Prime Goal,J League Soccer Prime Goal,primary_ascii,Jリーグサッカー プライムゴール|J.League Soccer Prime Goal|J-League Soccer Prime Goal
9821,Nintendo Super Famicom,SFC,Wild Trax,ワイルドトラックス|Stunt Race FX,Wild Trax,primary_ascii,ワイルドトラックス|Stunt Race FX
9826,Nintendo Super Famicom,SFC,Chrono Trigger,クロノ・トリガー,Chrono Trigger,primary_ascii,クロノ・トリガー
9831,Nintendo Super Famicom,SFC,Aretha II Ariel no Fushigi na Tabi,アレサII アリエルの不思議な旅|Aretha 2 Ariel no Fushigi na Bouken|Aretha 2 Ariel no Fushigi na Tabi|Aretha II Ariel no Fushigi na Bouken|Aretha II Ariel's Mysterious Journey,Aretha II Ariel no Fushigi na Tabi,primary_ascii,アレサII アリエルの不思議な旅|Aretha 2 Ariel no Fushigi na Bouken|Aretha 2 Ariel no Fushigi na Tabi|Aretha II Ariel no Fushigi na Bouken|Aretha II Ariel's Mysterious Journey
10122,Nintendo Super Famicom,SFC,Zan II Spirits,斬II スピリッツ|Zan 2 Spirits,Zan II Spirits,primary_ascii,斬II スピリッツ|Zan 2 Spirits
10129,Nintendo Super Famicom,SFC,Elnard,エルナード|The 7th Saga,Elnard,primary_ascii,エルナード|The 7th Saga
10155,Nintendo Super Famicom,SFC,NFL Pro Football John Madden '94,NFLプロフットボール John Madden '94|NFLプロフットボール'94 ジョンマッデン|NFL John Madden Pro Football '94|John Madden NFL 94|Madden NFL '94,NFL Pro Football John Madden '94,primary_ascii,NFLプロフットボール John Madden '94|NFLプロフットボール'94 ジョンマッデン|NFL John Madden Pro Football '94|John Madden NFL 94|Madden NFL '94
10173,Nintendo Super Famicom,SFC,Yuu Yuu Hakusho,幽☆遊 ☆白書|幽遊白書,Yuu Yuu Hakusho,primary_ascii,幽☆遊 ☆白書|幽遊白書
