object_number,title,title.type,object_name,platform_raw_first,platform_norm,object_name.type,object_category,broadcast_standard,title.language,place_of_publication,title_primary,alt_titles,accessory_type
58850,Donkey Kong Country 2 Diddy's Kong Quest;スーパードンキーコング2 ディクシー ＆ ディディー,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Donkey Kong Country 2 Diddy's Kong Quest,スーパードンキーコング2 ディクシー ＆ ディディー,
58851,Sangokushi Seishi Tenbu Spirits;三国志正史 天舞スピリッツ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Sangokushi Seishi Tenbu Spirits,三国志正史 天舞スピリッツ,
58854,Tetris Flash;テトリスフラッシュ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Tetris Flash,テトリスフラッシュ,
58864,Parlor! Mini 4 Pachinko Jikki Simulation;パーラー！ミニ4 Parlor ! Mini 4 パチンコ実機シミュレーションゲーム,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Parlor! Mini 4 Pachinko Jikki Simulation,パーラー！ミニ4 Parlor ! Mini 4 パチンコ実機シミュレーションゲーム,
58868,Magical Taruruuto-kun Magic Adventure;まじかる☆タルるートくん,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Magical Taruruuto-kun Magic Adventure,まじかる☆タルるートくん,
58869,Super Famista 2;スーパーファミスタ2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Famista 2,スーパーファミスタ2,
58870,Ys 4 Mask of the Sun ;イースIV マスク オブ ザ サン,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Ys 4 Mask of the Sun,イースIV マスク オブ ザ サン,
58871,Dragon Quest V Tenkuu no Hanayome;ドラゴンクエストV 天空の花嫁,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Dragon Quest V Tenkuu no Hanayome,ドラゴンクエストV 天空の花嫁,
58872,Fune Tarou;ふね太郎,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Fune Tarou,ふね太郎,
58873,Pro Mahjong Kiwame 3;プロ麻雀 極III,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Pro Mahjong Kiwame 3,プロ麻雀 極III,
58874,Super Tetris 3;スーパーテトリス3,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Tetris 3,スーパーテトリス3,
58875,Pro Mahjong Kiwame;プロ麻雀 極 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Pro Mahjong Kiwame,プロ麻雀 極,
58876,New 3D Golf Simulation Harukanaru Augusta ;遥かなるオーガスタ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,New 3D Golf Simulation Harukanaru Augusta,遥かなるオーガスタ,
58877,Dragon Quest VI Maboroshi no Daichi;ドラゴンクエストVI 幻の大地,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Dragon Quest VI Maboroshi no Daichi,ドラゴンクエストVI 幻の大地,
59589,Gindama Oyakata no Pachinko Hisshouhou;銀玉親方の実戦パチンコ必勝法 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Gindama Oyakata no Pachinko Hisshouhou,銀玉親方の実戦パチンコ必勝法,
59590,Yoshi no Cookie;ヨッシーのクッキー ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Yoshi no Cookie,ヨッシーのクッキー,
59591,Kouryuuki;項劉記 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Kouryuuki,項劉記,
59592,Sansara Naga 2;サンサーラ・ナーガ2 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Sansara Naga 2,サンサーラ・ナーガ2,
59599,Dragon Slayer Eiyuu Densetsu;ドラゴンスレイヤー英雄伝説,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Dragon Slayer Eiyuu Densetsu,ドラゴンスレイヤー英雄伝説,
59600,Super Aoki Ookami to Shiroki Meshika Genchou Hishi;スーパー蒼き狼と白き牝鹿 元朝秘史,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Aoki Ookami to Shiroki Meshika Genchou Hishi,スーパー蒼き狼と白き牝鹿 元朝秘史,
59601, Lord Monarch;ロードモナーク ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Lord Monarch,ロードモナーク,
59602,Kamai-tachi no Yoru;かまいたちの夜 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Kamai-tachi no Yoru,かまいたちの夜,
59603,Fortune Quest Dice wo Korogase;フォーチュンクエスト ダイスをころがせ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Fortune Quest Dice wo Korogase,フォーチュンクエスト ダイスをころがせ,
59604,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!;はんじゅくヒーロー 半熟英雄 ああ、世界よ半熟なれ…！！ ",Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",はんじゅくヒーロー 半熟英雄 ああ、世界よ半熟なれ…！！,
59605,Sugoroku Ginga Senki;すごろく銀河戦記 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Sugoroku Ginga Senki,すごろく銀河戦記,
59606,Super Fire Pro Wrestling X;スーパーファイヤープロレスリングX ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Fire Pro Wrestling X,スーパーファイヤープロレスリングX,
59607,F-1 Grand Prix;F1グランプリ ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,F-1 Grand Prix,F1グランプリ,
59627,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!;はんじゅくヒーロー 半熟英雄 ああ、世界よ半熟なれ…！！ ",Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",はんじゅくヒーロー 半熟英雄 ああ、世界よ半熟なれ…！！,
59629,Kamai-tachi no Yoru;かまいたちの夜 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Kamai-tachi no Yoru,かまいたちの夜,
59633,J League Soccer Prime Goal 2;Jリーグサッカー プライムゴール2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,J League Soccer Prime Goal 2,Jリーグサッカー プライムゴール2,
59634,Super Family Circuit;スーパーファミリーサーキット,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Family Circuit,スーパーファミリーサーキット,
59635,Super Chinese World 2 Uchuu Ichibuto Daikai;スーパーチャイニーズワールド2 宇宙一武闘大会 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Chinese World 2 Uchuu Ichibuto Daikai,スーパーチャイニーズワールド2 宇宙一武闘大会,
59636,Downtown Nekketsu Baseball Monogatari Baseball de Shoubu da! Kunio-kun;ダウンタウン熱血べーすぼーる物語 野球で勝負だ！くにおくん,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Downtown Nekketsu Baseball Monogatari Baseball de Shoubu da! Kunio-kun,ダウンタウン熱血べーすぼーる物語 野球で勝負だ！くにおくん,
59637,Super Bomberman;スーパーボンバーマン,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Bomberman,スーパーボンバーマン,
59638,Super Hanafuda;スーパー花札 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Hanafuda,スーパー花札,
59639,Super Famista 2;スーパーファミスタ2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Famista 2,スーパーファミスタ2,
59640,Super Power League;スーパーパワーリーグ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Power League,スーパーパワーリーグ,
59642,Mahjong Club;麻雀倶楽部,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Mahjong Club,麻雀倶楽部,
59645,Solstice 2;ソルスティスII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Solstice 2,ソルスティスII,
59648,Derby Stallion III;ダービースタリオンIII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Derby Stallion III,ダービースタリオンIII,
59650,Derby Stallion II;ダービースタリオンII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Derby Stallion II,ダービースタリオンII,
59652,Winning Post;ウイニングポスト,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Winning Post,ウイニングポスト,soundtrack
59655,Winning Post;ウイニングポスト,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Winning Post,ウイニングポスト,soundtrack
59656,Super Momotarou Dentetsu 3;スーパー桃太郎電鉄III,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Momotarou Dentetsu 3,スーパー桃太郎電鉄III,
59657,Sim Earth The Living Planet;シムアース,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Sim Earth The Living Planet,シムアース,
59658,Shanghai 3;上海III,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Shanghai 3,上海III,
59659,Daikaijuu Monogatari;大貝獣物語,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Daikaijuu Monogatari,大貝獣物語,
59660,Super Momotarou Dentetsu 3;スーパー桃太郎電鉄III,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Momotarou Dentetsu 3,スーパー桃太郎電鉄III,
59662,Fire Emblem Monshou no Nazo;ファイアーエムブレム 紋章の謎,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Fire Emblem Monshou no Nazo,ファイアーエムブレム 紋章の謎,
59664,Winning Post 2;ウイニングポスト2 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Winning Post 2,ウイニングポスト2,soundtrack
59667,Populous 2 Trials of the Olympian Gods;ポピュラスII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Populous 2 Trials of the Olympian Gods,ポピュラスII,
59671,BattleTech Solid 3D Simulation of Mech Combat;バトルテック,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,BattleTech Solid 3D Simulation of Mech Combat,バトルテック,
59672,Mini Shiku Shining Scorpion - Ready & Go!!;ミニ四駆 シャイニング スコーピオン レッツ＆ゴー！！ / 限定版,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Mini Shiku Shining Scorpion - Ready & Go!!,ミニ四駆 シャイニング スコーピオン レッツ＆ゴー！！ / 限定版,
59673,Super Linearball;スーパーリニアボール ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Linearball,スーパーリニアボール,
59674,Best Shot Pro Golf;ベストショットプロゴルフ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Best Shot Pro Golf,ベストショットプロゴルフ,
59675,Shin Megami Tensei 2;真・女神転生II ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Shin Megami Tensei 2,真・女神転生II,
59676,Densetsu no Ogre Battle The March of the Black Queen;伝説のオウガバトル,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Densetsu no Ogre Battle The March of the Black Queen,伝説のオウガバトル,
59677,Herakles no Eikou III Kamigami no Chinmoku;ヘラクレスの栄光III 神々の沈黙,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Herakles no Eikou III Kamigami no Chinmoku,ヘラクレスの栄光III 神々の沈黙,
59686,Breath of Fire 2 Shimei no Ko;ブレス オブ ファイアII —使命の子—,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Breath of Fire 2 Shimei no Ko,ブレス オブ ファイアII —使命の子—,
59689,Seijuu Maden Beasts & Blades;聖獣魔伝 ビースト＆ブレイド,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Seijuu Maden Beasts & Blades,聖獣魔伝 ビースト＆ブレイド,
59690,Derby Stallion II;ダービースタリオンII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Derby Stallion II,ダービースタリオンII,
59691,Super Sangokushi II;スーパー三国志II,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Sangokushi II,スーパー三国志II,
59694,Front Mission;フロントミッション,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Front Mission,フロントミッション,
59699,Keiba Eight Special Hi Baken Kounyuu Jutsu;競馬エイトスペシャル ○秘 馬券購入術,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Keiba Eight Special Hi Baken Kounyuu Jutsu,競馬エイトスペシャル ○秘 馬券購入術,
59700,Super Real Mahjong P4;スーパーリアル麻雀P IV ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Real Mahjong P4,スーパーリアル麻雀P IV,
59701,Tecmo Super Bowl 2 Special Edition;テクモスーパーボウルII スペシャルエディション,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Tecmo Super Bowl 2 Special Edition,テクモスーパーボウルII スペシャルエディション,
59703,Torneco no Daibouken Fushigi no Dungeon;トルネコの大冒険 不思議のダンジョン,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Torneco no Daibouken Fushigi no Dungeon,トルネコの大冒険 不思議のダンジョン,
59704,Super Hanafuda;スーパー花札,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Hanafuda,スーパー花札,
59705,Jumbo Ozaki no Hole In One;ジャンボ尾崎のホールインワン,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Jumbo Ozaki no Hole In One,ジャンボ尾崎のホールインワン,
59706,Parlor! Mini 5 Pachinko Jikki Simulation;パーラー！ミニ5 パチンコ実機シミュレーションゲーム ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Parlor! Mini 5 Pachinko Jikki Simulation,パーラー！ミニ5 パチンコ実機シミュレーションゲーム,
59709,Monopoly;モノポリー,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Monopoly,モノポリー,
59710,Mini Shiku Shining Scorpion Ready & Go!!;ミニ四駆 シャイニング スコーピオン レッツ＆ゴー！！ / 限定,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Mini Shiku Shining Scorpion Ready & Go!!,ミニ四駆 シャイニング スコーピオン レッツ＆ゴー！！ / 限定,
59712,Super Pachinko;スーパー！！ パチンコ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Pachinko,スーパー！！ パチンコ,
59713,The Game of Life Super Jinsei Game;SUPER 人生ゲーム ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,The Game of Life Super Jinsei Game,SUPER 人生ゲーム,
59715,Populous;ポピュラス,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Populous,ポピュラス,
59718,Shodankurai Nintei Shodan Pro Mahjong;初段位認定 初段プロ麻雀 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Shodankurai Nintei Shodan Pro Mahjong,初段位認定 初段プロ麻雀,
59723,Populous 2 Trials of the Olympian Gods;ポピュラスII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Populous 2 Trials of the Olympian Gods,ポピュラスII,
59727,Space Bazooka;スペースバズーカ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Space Bazooka,スペースバズーカ,
59732,The Adventures of the Rocketeer;ロケッティア,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,The Adventures of the Rocketeer,ロケッティア,
59733,Mahoujin Guru Guru 2;魔法陣グルグル2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Mahoujin Guru Guru 2,魔法陣グルグル2,
59736,Pro Soccer;プロサッカー,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Pro Soccer,プロサッカー,
59744,Sangokushi III;三国志III,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Sangokushi III,三国志III,
59753,AIII S.V. - A Ressha de Ikou 3 Super Version;A III S.V. A列車で行こう3 スーパーバージョン ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,AIII S.V. - A Ressha de Ikou 3 Super Version,A III S.V. A列車で行こう3 スーパーバージョン,
60433,Dai Bakushou Jinsei Gekijou;大爆笑 人生劇場,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Dai Bakushou Jinsei Gekijou,大爆笑 人生劇場,
60435,Yuu Yuu Hakusho 2 Kakutou no Shou;幽☆遊☆白書2 格闘の章,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Yuu Yuu Hakusho 2 Kakutou no Shou,幽☆遊☆白書2 格闘の章,
60437,Super Momotarou Dentetsu DX;スーパーデラックス 桃太郎電鉄DX,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Momotarou Dentetsu DX,スーパーデラックス 桃太郎電鉄DX,
60438,Pachi-Slot Monogatari Universal Special;パチスロ物語 ユニバーサル・スペシャル,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Pachi-Slot Monogatari Universal Special,パチスロ物語 ユニバーサル・スペシャル,
60440,Super Mahjong 3 Karakuchi;スーパーま〜じゃん3 (麻雀3) 辛口,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Mahjong 3 Karakuchi,スーパーま〜じゃん3 (麻雀3) 辛口,
60441,Sangokushi Seishi Tenbu Spirits;三国志正史 天舞スピリッツ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Sangokushi Seishi Tenbu Spirits,三国志正史 天舞スピリッツ,
60447,Kawa no Nushi Tsuri 2;川のぬし釣り2,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Kawa no Nushi Tsuri 2,川のぬし釣り2,
60450,Super Sangokushi;スーパー三国志,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Sangokushi,スーパー三国志,
60453,Super Power League 3;スーパーパワーリーグ3,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Power League 3,スーパーパワーリーグ3,
60454,Pachinko Wars II;パチンコウォーズII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Pachinko Wars II,パチンコウォーズII,
60455,Sim Earth The Living Planet;シムアース,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Sim Earth The Living Planet,シムアース,
60456,Super Cup Soccer;スーパーカップサッカー,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Super Cup Soccer,スーパーカップサッカー,
60458,Jissen! Pachi-Slot Hisshouhou! Twin;ツイン 実戦パチスロ必勝法！TWIN,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Jissen! Pachi-Slot Hisshouhou! Twin,ツイン 実戦パチスロ必勝法！TWIN,
60459,Garou Densetsu 2 Aratanaru Tatakai;餓狼伝説2 —新たなる闘い—,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Garou Densetsu 2 Aratanaru Tatakai,餓狼伝説2 —新たなる闘い—,
60465,Daikaijuu Monogatari;大貝獣物語,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Daikaijuu Monogatari,大貝獣物語,
60467,Shanghai III;上海III ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Shanghai III,上海III,
60468,Derby Stallion II;ダービースタリオンII,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Derby Stallion II,ダービースタリオンII,
60470,The Game of Life Super Jinsei Game 3;スーパー人生ゲーム3,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,The Game of Life Super Jinsei Game 3,スーパー人生ゲーム3,
60491,Dark Half;ダークハーフ,Game Title Alternative;Game Title,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;Japanese,Japan,Dark Half,ダークハーフ,
