object_number,title,title.type,object_name,platform_raw_first,platform_norm,object_name.type,object_category,title_primary,alt_titles,accessory_type
61152,Pac-Man 2 The New Adventures,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pac-Man 2 The New Adventures,,
61153,Pitfall The Mayan Adventure,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Pitfall The Mayan Adventure,,
61154,Super Ghouls 'n Ghosts,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Ghouls 'n Ghosts,,soundtrack
61155,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Mario World,,
61156,Donkey Kong Country,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Donkey Kong Country,,
61158,Unirally,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Unirally,,
61172,Super Game Boy,Peripheral Description,Nintendo Super Nintendo Entertainment System;Nintendo Game Boy,Nintendo Super Nintendo Entertainment System,SNES,;,Peripheral;Console,Super Game Boy,,
61173,"Super Nintendo Controller, SNES",Peripheral Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Peripheral,"Super Nintendo Controller, SNES",,
61175,"ASCII Super Advantage, Arcade controller",Peripheral Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Peripheral,"ASCII Super Advantage, Arcade controller",,
63172,"Hyperkin Supaboy, Portable Super Nintendo Entertainment System",Console Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Console,"Hyperkin Supaboy, Portable Super Nintendo Entertainment System",,
63797,"ASCII Super Advantage, Arcade controller",Peripheral Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Peripheral,"ASCII Super Advantage, Arcade controller",,
64576,R-Type The Third Lightning III & R-Type Super Collectors Edition,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Game,R-Type The Third Lightning III & R-Type Super Collectors Edition,,
64694,Joe & Mac Ultimate Caveman Collection,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Game,Joe & Mac Ultimate Caveman Collection,,
66873,The Legend of Zelda A Link to the Past Zelda Gold Pack;The Legend of Zelda A Link to the Past,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game Bundle,The Legend of Zelda A Link to the Past Zelda Gold Pack,The Legend of Zelda A Link to the Past,
66944,Assault Suits Valken Deluxe Edition;Assault Suits Valken,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game Bundle,Assault Suits Valken Deluxe Edition,Assault Suits Valken,
66946,Assault Suits Valken,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Assault Suits Valken,,
68906,Vortex,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Vortex,,
68910,Super Star Wars The Empire Strikes Back,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Star Wars The Empire Strikes Back,,
68911,Super Soccer,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Soccer,,
68912,Mickey Mania,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Mickey Mania,,
68913,Mohawk & Headphone Jack,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Mohawk & Headphone Jack,,
68956,J.R.R. Tolkien's The Lord of the Rings Volume 1,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,J.R.R. Tolkien's The Lord of the Rings Volume 1,,
68957,J.R.R. Tolkien's Der Herr der Ringe Volume 1;J.R.R. Tolkien's The Lord of the Rings Volume 1,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,J.R.R. Tolkien's Der Herr der Ringe Volume 1,J.R.R. Tolkien's The Lord of the Rings Volume 1,
69611,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Mario World,,
69626,Super Metroid,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Metroid,,
69636,Super Metroid,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Metroid,,
69678,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Mario World,,
300564,J.R.R. Tolkien's The Lord of the Rings Volume 1;J.R.R. Tolkien's The Lord of the Rings Volume One,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,J.R.R. Tolkien's The Lord of the Rings Volume 1,J.R.R. Tolkien's The Lord of the Rings Volume One,
70755,The Chessmaster,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,The Chessmaster,,
70954,Jurassic Park,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Jurassic Park,,
70955,Jurassic Park Collector's Edition;Jurassic Park,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game Bundle,Jurassic Park Collector's Edition,Jurassic Park,
70956,Jurassic Park Part 2: The Chaos Continues,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Jurassic Park Part 2: The Chaos Continues,,
70957,Jurassic Park Part 2: The Chaos Continues Collector's Edition;Jurassic Park Part 2: The Chaos Continues,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game Bundle,Jurassic Park Part 2: The Chaos Continues Collector's Edition,Jurassic Park Part 2: The Chaos Continues,
72727,Shockman Zero Kaizou Choujin Schbibinman Zero Collectors Edition;Shockman Zero Kaizou Choujin Schbibinman Zero,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game Bundle,Shockman Zero Kaizou Choujin Schbibinman Zero Collectors Edition,Shockman Zero Kaizou Choujin Schbibinman Zero,
300398,Teenage Mutant Ninja Turtles IV Turtles in Time;Teenage Mutant Ninja Turtles 4 Turtles in Time;Teenage Mutant Hero Turtles IV Turtles in Time,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Teenage Mutant Ninja Turtles IV Turtles in Time,Teenage Mutant Ninja Turtles 4 Turtles in Time|Teenage Mutant Hero Turtles IV Turtles in Time,
300399,Street Fighter II Turbo;Street Fighter 2 Turbo,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Street Fighter II Turbo,Street Fighter 2 Turbo,
300400,Super Star Wars,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Star Wars,,
300401,Street Racer,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Street Racer,,
78070,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Terranigma,,
78071,Lufia;Lufia 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Lufia,Lufia 2,
301549,Kaizou Choujin Schbibinman Zero Shockman Zero Hardcover set;Kaizou Choujin Schbibinman Zero Shockman Zero,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Game Bundle,Kaizou Choujin Schbibinman Zero Shockman Zero Hardcover set,Kaizou Choujin Schbibinman Zero Shockman Zero,
301596,240p Test Suite,Software Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Software,240p Test Suite,,
301597,Jester,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Jester,,
301598,Little Medusa,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Little Medusa,,
301599,Old Towers,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Old Towers,,
301589,Fork Parker's Crunch Out,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Fork Parker's Crunch Out,,
301590,Super Excidium Event,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Excidium Event,,
301689,Rendering Ranger R2 Collector's Edition;Shadow of the Ninja,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Game Bundle,Rendering Ranger R2 Collector's Edition,Shadow of the Ninja,
76772,"Trade4less EAXUS Super Controller for Super Nintendo, SNES",Peripheral Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Peripheral,"Trade4less EAXUS Super Controller for Super Nintendo, SNES",,
78694,Dragon View,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Dragon View,,
78862,Pro Action Replay for Super NES,Peripheral Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,Peripheral,Pro Action Replay for Super NES,,
79150,Super Turrican 2 Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Turrican 2 Limited Edition,,
79160,"Jim Power The Lost Dimension in 3-D
Limited Edition",Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,"Jim Power The Lost Dimension in 3-D
Limited Edition",,soundtrack
79161,"Jim Power The Lost Dimension in 3-D
Limited Edition",Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,"Jim Power The Lost Dimension in 3-D
Limited Edition",,soundtrack
79168,Wild Guns,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Wild Guns,,
79176,Ninja JaJaMaru Super Ninja Kid Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Ninja JaJaMaru Super Ninja Kid Limited Edition,,
79186,The Cult of Remute,Software Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Software,The Cult of Remute,,
79194,Ninja JaJaMaru Super Ninja Kid Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Ninja JaJaMaru Super Ninja Kid Limited Edition,,
79209,Super Turrican 2 Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Turrican 2 Limited Edition,,
79210,Super Turrican Collection,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Turrican Collection,,
79211,Super Turrican Collection,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Super Turrican Collection,,
79413,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,Cartridge,Game,Terranigma,,
