object_number,title,title.type,object_name,object_name.type,object_category
20370,The Addams Family,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20373,Ms. Pac-Man,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20374,Alien 3,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20376,The Smurfs,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20377,Super Mario World 2 Yoshi's Island,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20379,Mortal Kombat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20380,Mortal Kombat II;Mortal Kombat 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20381,Mortal Kombat 3;Mortal Kombat III,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20382,Blazing Skies,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20383,X-Kaliber 2097,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20385,Winter Gold,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20386,International Superstar Soccer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20387,International Superstar Soccer Deluxe,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20388,Soul Blazer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20390,Mega Man X,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20392,Super Bomberman 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20394,Super Castlevania IV,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20395,Castlevania Vampire's Kiss,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20398,Super Probotector Alien Rebels;Contra III: The Alien Wars,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20399,X Zone;X-Zone,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20404,Venom • Spider-Man Separation Anxiety;Venom/Spider-Man: Separation Anxiety,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20406,Teenage Mutant Hero Turtles IV Turtles in Time;Teenage Mutant Ninja Turtles IV: Turtles in Time,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20407,Shadowrun,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20408,Street Fighter II,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20409,Harvest Moon,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20410,Breath of Fire II,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20411,Super Smash T.V.;Smash TV,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20412,Secret of Mana,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20413,Pocky & Rocky,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20414,Demolition Man,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20415,Jurassic Park Part 2: The Chaos Continues;Jurassic Park 2: The Chaos Continues,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20416,Tiny Toon Adventures Wild & Wacky Sports;Tiny Toon Adventures: Wacky Sports Challenge,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20417,Ardy Lightfoot,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20418,Starwing;Star Fox,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20431,Midway Presents Arcade's Greatest Hits The Atari Collection 1,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20434,Battletoads Double Dragon;Battletoads & Double Dragon,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20436,Tintin in Tibet,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
20438,Yogi Bear's Cartoon Capers;Adventures of Yogi Bear,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26506,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26508,Lufia + Guide book set;Lufia II Rise of the Sinistrals;Estpolis Denki II,Game Bundle Description;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle
26509,Secret of Evermore,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26510,Illusion of Time;Illusion of Gaia;Gaia Gensouki,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26512,Mario Paint,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26513,Disney's Goof Troop;Goof Troop,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26514,Disney's Aladdin;Aladdin,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26516,The Magical Quest Starring Mickey Mouse;Mickey no Magical Adventure,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26517,Earthworm Jim 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26518,Zombies;Zombies Ate My Neighbors,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26519,International Superstar Soccer;Jikkyou World Soccer Perfect Eleven,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26526,Tiny Toon Adventures Buster Busts Loose!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26527,Teenage Mutant Hero Turtles IV Turtles in Time;Teenage Mutant Ninja Turtles IV Turtles in Time;Teenage Mutant Hero Turtles 4 Turtles in Time,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26528,Super Probotector Alien Rebels;Contra III The Alien Wars;Contra Spirits,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26529,Super Castlevania IV;Super Castlevania 4;Akumajou Dracula,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26545,Parodius,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26546,Prince of Persia,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26547,Spirou;Robbedoes,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26549,Super R-Type,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26550,Mega Man X;Rockman X,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26551,Mighty Morphin Power Rangers The Fighting Edition,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26552,Newman/Haas IndyCar featuring Nigel Mansell;Newman Haas IndyCar featuring Nigel Mansell;NewmanHaas IndyCar featuring Nigel Mansell,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26553,Rise of the Robots,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26554,The Adventures of Mighty Max,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26555,Ghoul Patrol,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26556,Paws of Fury;Brutal Paws of Fury,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26557,Major Title;The Irem Skins Game,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26558,NHL 95,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26559,Garry Kitchen's Super Battletank;Garry Kitchen's Super Battletank War in the Gulf,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26560,Disney's Timon & Pumbaa's Jungle Games;Disney's Timon and Pumbaa's Jungle Games,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26561,Tetris Attack;Panel de Pon,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26562,The Adventures of Tintin Prisoners of the Sun;Las Aventuras de Tintin El Templo del Sol;Les Aventures de Tintin Le Temple du Soleil;Kuifje De Zonnetempel;Tim und Struppi Der Sonnentempel,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26563,Street Fighter II;Street Fighter II The World Warrior;Street Fighter 2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26565,Super Bomberman 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26566,Turn and Burn No-Fly Zone,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26567,Jungle Strike The Sequel to Desert Strike,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26568,GP-1;GP 1,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26569,ClayFighter;Clay Fighter,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26570,Mario is Missing!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26571,Super Ghouls 'n Ghosts;Chou Makaimura,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26573,Wing Commander,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26574,World Cup USA 94,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26581,Jurassic Park Part 2: The Chaos Continues,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26582,Cannon Fodder,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26583,Mortal Kombat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26584,Shanghai II Dragon's Eye;Shanghai 2 Dragon's Eye;Super Shanghai Dragon's Eye,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26585,Super Soccer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26586,Battletoads in Battlemaniacs,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26587,Young Merlin,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26588,X-Kaliber 2097,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26589,Super Off Road,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26590,Power Piggs of the Dark Age,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26592,Urban Strike The Sequel to Jungle Strike,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26593,Disney's Jungle Boek;Disney's The Jungle Book;The Jungle Book,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26594,Disney's The Jungle Book;Jungle Boek;The Jungle Book,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26603,Disney's The Lion King,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26604,Mortal Kombat 3,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26606,International Tennis Tour,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26607,Midway Presents Arcade's Greatest Hits The Atari Collection 1,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26608,Super Metroid,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26609,F-Zero,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26610,World Cup Striker,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26611,James Bond Jr;James Bond Jr.;James Bond Junior,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26613,Der Rasenmäher-Mann;The Lawnmower Man,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26614,Daffy Duck The Marvin Missions,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26617,Star Trek Deep Space Nine Crossroads of Time,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26618,NBA Jam,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26622,Another World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26623,Secret of Evermore,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26624,Troddlers,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26625,Super Punch-Out!!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26626,Super Mario World 2 Yoshi's Island,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26628,Super Mario All-Stars;Super Mario Collection,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26629,Donkey Kong Country;Super Donkey Kong,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26631,De Smurfen;Les Schtroumpfs,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26632,Desert Fighter;A.S.P. Air Strike Patrol;Desert Fighter Suna no Arashi Sakusen,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26633,Primal Rage,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26635,Home Alone Kevin Allein zu Haus,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26638,Kick Off;Super Kick Off,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26639,Tetris 2;Tetris Flash,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26641,Ultraman;Ultraman Towards the Future,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26642,Judge Dredd,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26644,Pitfall The Mayan Adventure;Pitfall Maya no Daibouken,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26646,Starwing;Star Fox,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26648,Taz-Mania,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26651,Shaq Fu;Shaq-Fu,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26653,Super Putty;Putty Moon,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26655,Striker;Eric Cantona Football Challenge;World Soccer '94 Road to Glory;World Soccer,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26657,Donkey Kong Country 3 Dixie Kong's Double Trouble!;Super Donkey Kong 3 Nazo no Krems Shima,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26659,Donkey Kong Country 2 Diddy's Kong Quest;Super Donkey Kong 2 Dixie & Diddy,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26660,Equinox;Solstice II,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26663,The Chessmaster,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26665,B.O.B.;BOB;Space Funky B.O.B.,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26667,Bubsy In: Claws Encounters of the Furred Kind;Bubsy in Claws Encounters of the Furred Kind,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26670,Revolution X,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26673,Lemmings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26676,Super Dany,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26677,Krusty's Super Fun House;Krusty World,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26679,Indiana Jones' Greatest Adventures,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26680,Super Troll Islands,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26681,The Pagemaster,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26683,Lemmings 2 The Tribes,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26688,The Pagemaster,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26689,Best of the Best Championship Karate;Super Kick Boxing,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26692,RoboCop 3,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26693,World Heroes,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26695,Chuck Rock,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26696,Bram Stoker's Dracula,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26698,Hook,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26700,F-Zero,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26702,Super Smash T.V.;Super Smash TV,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26705,Joe & Mac;Joe & Mac Caveman Ninja;Joe and Mac,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26706,Chrono Trigger,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26707,Darius Twin,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26737,Fatal Fury,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26738,Cyber Spin,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26739,Cool World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26740,The Lion King,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26741,The Rocketeer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26742,Alien 3;Alien³,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26743,Mega Man & Bass;Mega Man and Bass,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26744,Retro City Rampage DX,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26954,NBA Live 96,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26955,Foreman for Real,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26957,Super Tennis;Super Tennis World Circuit,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26958,Super Castlevania IV;Super Castlevania 4,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26959,Cliffhanger,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26960,Astérix & Obélix;Astérix and Obélix,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26961,Super Mario All-Stars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26962,Secret of Mana,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26963,Super SWIV,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26964,Krusty's Super Fun House;Krusty World,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26965,Sullivan Bluth Presents Dragon's Lair,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26966,Vortex,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26967,Star Trek Starfleet Academy Starship Bridge Simulator,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26968,The Legend of Zelda A Link to the Past,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26969,Blazing Skies;Wings 2 Aces High,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26970,U.N. Squadron;UN Squadron,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26971,The Simpsons Bart's Nightmare,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26972,Mario Paint,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26973,Street Fighter II;Street Fighter II The World Warrior;Street Fighter 2 The World Warrior,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26975,Desert Strike Return to the Gulf,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26976,Yogi Bear's Cartoon Capers;Adventures of Yogi Bear,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26977,Mortal Kombat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26978,Daffy Duck The Marvin Missions,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26979,The Flintstones The Treasure of Sierra Madrock,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26980,True Lies,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26981,Killer Instinct,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26982,Cutthroat Island,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26983,Lagoon,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26984,RoboCop Versus The Terminator;RoboCop vs The Terminator;RoboCop vs. The Terminator,Game Title;Game Title Alternative;,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26985,SeaQuest DSV;Sea Quest DSV,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26986,King Arthur's World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26987,Another World;Out of This World;Outer World,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26990,Disney's Aladdin;Aladdin,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26991,Young Merlin,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26992,NHL 95,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
26993,Blackhawk;Blackthorne,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
